Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2023	Amyloid-Beta Binding (GO:0001540)	7/79	9.791948e-05	1.157754e-03	0	0	7.239005e+00	6.682589e+01	GRIA1;NGFR;PRNP;GRIN2A;ATP1A3;GRIN2B;GRIA3
GO_Molecular_Function_2023	Hsp90 Protein Binding (GO:0051879)	5/35	1.024541e-04	1.176758e-03	0	0	1.234273e+01	1.133815e+02	STIP1;NR3C1;BMAL1;HDAC6;NPAS2
GO_Molecular_Function_2023	Sequence-Specific Double-Stranded DNA Binding (GO:1990837)	23/715	1.205718e-04	1.346385e-03	0	0	2.551341e+00	2.302143e+01	HDAC5;EGR3;STAT3;NR1D1;BRCA1;NR3C1;TNF;ESR1;TBX19;NPAS2;ADRA2A;NR3C2;PER2;PER3;CREB1;FEV;CRY2;BMAL1;CLOCK;ATF3;GABPA;ATF4;PITX3
GO_Molecular_Function_2023	Acetylcholine Receptor Activity (GO:0015464)	4/20	1.346212e-04	1.462641e-03	0	0	1.845787e+01	1.645158e+02	CHRM2;CHRNA2;CHRNA4;CHRNA6
GO_Molecular_Function_2023	Cyclic Nucleotide Binding (GO:0030551)	4/21	1.645325e-04	1.740580e-03	0	0	1.737123e+01	1.513451e+02	PDE4D;PDE4B;PDE4A;HCN1
GO_Molecular_Function_2023	Ligand-Gated Monoatomic Ion Channel Activity (GO:0015276)	4/23	2.382964e-04	2.456286e-03	0	0	1.554110e+01	1.296438e+02	GRIA1;CHRNA4;GRIN2B;GRIA3
GO_Molecular_Function_2023	Estrogen Response Element Binding (GO:0034056)	3/10	2.751533e-04	2.697845e-03	0	0	3.153838e+01	2.585574e+02	NR3C1;ESR1;NR3C2
GO_Molecular_Function_2023	Ligand-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Presynaptic Membrane Potential (GO:0099507)	3/10	2.751533e-04	2.697845e-03	0	0	3.153838e+01	2.585574e+02	GRIA1;GRIN2B;GRIA3
GO_Molecular_Function_2023	Growth Factor Receptor Binding (GO:0070851)	7/96	3.312859e-04	3.170879e-03	0	0	5.851209e+00	4.688298e+01	CNTF;IL6;IL1B;FGF20;PSEN1;IL6R;VEGFA
GO_Molecular_Function_2023	Ubiquitin Protein Ligase Binding (GO:0031625)	12/271	3.455208e-04	3.230217e-03	0	0	3.482953e+00	2.776073e+01	MC4R;NGFR;ATXN3;GSK3B;MC1R;WFS1;BAG1;BCL2;BRCA1;ARRB2;TNFRSF1B;HDAC6
GO_Molecular_Function_2023	Death Receptor Activity (GO:0005035)	3/11	3.745510e-04	3.422034e-03	0	0	2.759468e+01	2.177161e+02	NGFR;TNFRSF1B;TNFRSF1A
GO_Molecular_Function_2023	Transcription Coregulator Binding (GO:0001221)	7/99	3.998011e-04	3.571557e-03	0	0	5.659544e+00	4.428335e+01	PER2;HDAC5;PER3;RORA;NR1D1;ESR1;HDAC6
GO_Molecular_Function_2023	GABA-gated Chloride Ion Channel Activity (GO:0022851)	3/12	4.944083e-04	4.320699e-03	0	0	2.452736e+01	1.867059e+02	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2023	Neuropeptide Binding (GO:0042923)	4/28	5.224459e-04	4.468580e-03	0	0	1.230025e+01	9.295285e+01	MC4R;OPRK1;OPRM1;MCHR1
GO_Molecular_Function_2023	Ubiquitin-Like Protein Ligase Binding (GO:0044389)	12/289	6.130156e-04	5.134005e-03	0	0	3.253614e+00	2.406737e+01	MC4R;NGFR;ATXN3;GSK3B;MC1R;WFS1;BAG1;BCL2;BRCA1;ARRB2;TNFRSF1B;HDAC6
GO_Molecular_Function_2023	Protein Homodimerization Activity (GO:0042803)	20/662	7.374004e-04	6.049693e-03	0	0	2.368967e+00	1.708589e+01	NTRK2;GSTM1;NOS2;STAT3;ASMT;CAMK2A;ADCY8;S100B;ADRA2A;VEGFA;HSD11B1;DPP4;IMPA2;BCL2;AKT1;IL6R;ATF3;FGFR2;S100A10;FGFR1
GO_Molecular_Function_2023	Adrenergic Receptor Binding (GO:0031690)	3/15	9.922008e-04	7.977294e-03	0	0	1.839272e+01	1.271964e+02	DLG4;PDE4D;ADRB1
GO_Molecular_Function_2023	Adenyl Ribonucleotide Binding (GO:0032559)	12/309	1.095686e-03	8.636585e-03	0	0	3.031395e+00	2.066312e+01	P2RX7;PRKCI;ABCB1;OAS2;PDE4D;PDE4B;AKT1;ATP1A3;PDE4A;SYN1;APRT;HCN1
GO_Molecular_Function_2023	Heme Binding (GO:0020037)	6/87	1.181707e-03	9.135503e-03	0	0	5.492103e+00	3.702115e+01	NOS2;NOS3;NRG1;NR1D1;CYP2C19;PTGS2
GO_Molecular_Function_2023	Inorganic Cation Transmembrane Transporter Activity (GO:0022890)	4/35	1.240354e-03	9.407967e-03	0	0	9.519391e+00	6.370718e+01	GRIA1;GRIN2A;GRIN2B;GRIA3
GO_Molecular_Function_2023	Amino Acid Binding (GO:0016597)	4/36	1.380690e-03	1.027847e-02	0	0	9.221442e+00	6.072478e+01	GRM7;NOS2;NOS3;GRIN2B
GO_Molecular_Function_2023	Protease Binding (GO:0002020)	7/125	1.591339e-03	1.154508e-02	0	0	4.406683e+00	2.839305e+01	DPP4;PRNP;GSK3B;NTRK2;TWNK;BCL2;TNF
GO_Molecular_Function_2023	GABA-A Receptor Activity (GO:0004890)	3/18	1.726748e-03	1.154508e-02	0	0	1.471194e+01	9.359024e+01	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2023	Glutamate Receptor Binding (GO:0035254)	3/18	1.726748e-03	1.154508e-02	0	0	1.471194e+01	9.359024e+01	HOMER1;DLG4;CAMK2A
GO_Molecular_Function_2023	Histone Deacetylase Activity (GO:0004407)	3/18	1.726748e-03	1.154508e-02	0	0	1.471194e+01	9.359024e+01	HDAC5;HDAC9;HDAC6
GO_Molecular_Function_2023	Ligand-Gated Monoatomic Anion Channel Activity (GO:0099095)	3/18	1.726748e-03	1.154508e-02	0	0	1.471194e+01	9.359024e+01	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2023	G Protein-Coupled Opioid Receptor Activity (GO:0004985)	2/5	1.780585e-03	1.154508e-02	0	0	4.888724e+01	3.094960e+02	OPRK1;OPRM1
GO_Molecular_Function_2023	Adenylate Cyclase Regulator Activity (GO:0010854)	2/5	1.780585e-03	1.154508e-02	0	0	4.888724e+01	3.094960e+02	GRM7;CALM2
GO_Molecular_Function_2023	Melanocortin Receptor Activity (GO:0004977)	2/5	1.780585e-03	1.154508e-02	0	0	4.888724e+01	3.094960e+02	MC4R;OPRM1
GO_Molecular_Function_2023	Transcription Cis-Regulatory Region Binding (GO:0000976)	15/474	2.149174e-03	1.371378e-02	0	0	2.459916e+00	1.511046e+01	HDAC5;STAT3;RORA;NR1D1;BRCA1;NR3C1;TNF;PER2;PER3;DEAF1;CRY2;BMAL1;ATF3;GABPA;ATF4
GO_Molecular_Function_2023	Primary Amine Oxidase Activity (GO:0008131)	2/6	2.647011e-03	1.662654e-02	0	0	3.666357e+01	2.175735e+02	MAOB;MAOA
GO_Molecular_Function_2023	GABA Receptor Activity (GO:0016917)	3/21	2.731283e-03	1.689194e-02	0	0	1.225808e+01	7.235927e+01	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2023	ATPase Binding (GO:0051117)	5/73	3.122641e-03	1.901972e-02	0	0	5.434819e+00	3.135388e+01	ATXN3;WFS1;PDE4D;PSEN1;ESR1
GO_Molecular_Function_2023	Copper Ion Binding (GO:0005507)	4/45	3.175349e-03	1.905209e-02	0	0	7.193934e+00	4.138194e+01	PRNP;IL1A;DBH;SOD1
GO_Molecular_Function_2023	Double-Stranded DNA Binding (GO:0003690)	18/650	3.438296e-03	2.022520e-02	0	0	2.149810e+00	1.219540e+01	EGR3;MRE11;NR1D1;NR3C1;ESR1;TBX19;NPAS2;ADRA2A;NR3C2;CREB1;FEV;CRY1;BMAL1;CLOCK;ATF3;GABPA;ATF4;PITX3
GO_Molecular_Function_2023	G Protein-Coupled Glutamate Receptor Binding (GO:0035256)	2/7	3.672736e-03	2.022520e-02	0	0	2.932937e+01	1.644444e+02	PRNP;HOMER1
GO_Molecular_Function_2023	NMDA Glutamate Receptor Activity (GO:0004972)	2/7	3.672736e-03	2.022520e-02	0	0	2.932937e+01	1.644444e+02	GRIN2A;GRIN2B
GO_Molecular_Function_2023	Arginine Binding (GO:0034618)	2/7	3.672736e-03	2.022520e-02	0	0	2.932937e+01	1.644444e+02	NOS2;NOS3
GO_Molecular_Function_2023	Neurotrophin Binding (GO:0043121)	2/7	3.672736e-03	2.022520e-02	0	0	2.932937e+01	1.644444e+02	NGFR;NTRK2
GO_Molecular_Function_2023	Oxidoreductase Activity, Acting On The CH-NH2 Group Of Donors, Oxygen As Acceptor (GO:0016641)	2/7	3.672736e-03	2.022520e-02	0	0	2.932937e+01	1.644444e+02	MAOB;MAOA
GO_Molecular_Function_2023	RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)	9/228	4.030231e-03	2.189396e-02	0	0	3.060232e+00	1.687391e+01	GSK3B;HDAC5;CREB1;CDKN2A;STAT3;CRY1;BMAL1;HDAC9;ATF4
GO_Molecular_Function_2023	Kinase Binding (GO:0019900)	14/460	4.220741e-03	2.238858e-02	0	0	2.355237e+00	1.287784e+01	GSK3B;CDKN2A;WWC1;STAT3;HTT;NR3C1;ESR1;HDAC9;SYN1;ADRA2A;DLG4;RAC1;CALM2;ATF4
GO_Molecular_Function_2023	Phosphatase Binding (GO:0019902)	6/112	4.232668e-03	2.238858e-02	0	0	4.191456e+00	2.290598e+01	MAPK8;DLG4;CRY2;STAT3;CRY1;MAPK3
GO_Molecular_Function_2023	Protein Kinase Binding (GO:0019901)	15/511	4.335650e-03	2.263547e-02	0	0	2.272044e+00	1.236192e+01	GSK3B;HDAC5;ACE;DUSP1;CDKN2A;STAT3;NR3C1;ESR1;HDAC9;SYN1;ADRA2A;MAPK8;RAC1;CALM2;ATF4
GO_Molecular_Function_2023	FAD Binding (GO:0071949)	3/25	4.538568e-03	2.339108e-02	0	0	1.002731e+01	5.409876e+01	CRY2;CRY1;MTHFR
GO_Molecular_Function_2023	Tumor Necrosis Factor Receptor Activity (GO:0005031)	2/8	4.853315e-03	2.408682e-02	0	0	2.443990e+01	1.302181e+02	TNFRSF1B;TNFRSF1A
GO_Molecular_Function_2023	Adenylate Cyclase Binding (GO:0008179)	2/8	4.853315e-03	2.408682e-02	0	0	2.443990e+01	1.302181e+02	CALM2;ADCY5
GO_Molecular_Function_2023	Adenylate Cyclase Inhibiting G Protein-Coupled Glutamate Receptor Activity (GO:0001640)	2/8	4.853315e-03	2.408682e-02	0	0	2.443990e+01	1.302181e+02	GRM7;GRM1
GO_Molecular_Function_2023	DNA-binding Transcription Factor Binding (GO:0140297)	10/282	5.293401e-03	2.595057e-02	0	0	2.740731e+00	1.436498e+01	GSK3B;HDAC5;TLE1;CREB1;STAT3;BCL2;BMAL1;HDAC9;ATF4;MAPK3
GO_Molecular_Function_2023	Voltage-Gated Monoatomic Ion Channel Activity (GO:0005244)	3/27	5.658124e-03	2.740441e-02	0	0	9.190765e+00	4.755911e+01	GRIN2A;GRIN2B;HCN1
GO_Molecular_Function_2023	MAP Kinase Tyrosine Phosphatase Activity (GO:0033550)	2/9	6.184395e-03	2.857617e-02	0	0	2.094742e+01	1.065329e+02	DUSP4;DUSP6
GO_Molecular_Function_2023	MAP Kinase Tyrosine/Serine/Threonine Phosphatase Activity (GO:0017017)	2/9	6.184395e-03	2.857617e-02	0	0	2.094742e+01	1.065329e+02	DUSP4;DUSP6
GO_Molecular_Function_2023	Benzodiazepine Receptor Activity (GO:0008503)	2/9	6.184395e-03	2.857617e-02	0	0	2.094742e+01	1.065329e+02	GABRA6;GABRA3
GO_Molecular_Function_2023	Protein Tyrosine/Threonine Phosphatase Activity (GO:0008330)	2/9	6.184395e-03	2.857617e-02	0	0	2.094742e+01	1.065329e+02	DUSP4;DUSP6
GO_Molecular_Function_2023	FMN Binding (GO:0010181)	2/10	7.661711e-03	3.460683e-02	0	0	1.832807e+01	8.928554e+01	NOS2;NOS3
GO_Molecular_Function_2023	Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005230)	2/10	7.661711e-03	3.460683e-02	0	0	1.832807e+01	8.928554e+01	GABRA6;GABRA3
GO_Molecular_Function_2023	Adenyl Nucleotide Binding (GO:0030554)	3/31	8.356474e-03	3.732558e-02	0	0	7.876199e+00	3.768540e+01	HSD11B1;NOS2;NOS3
GO_Molecular_Function_2023	Sequence-Specific DNA Binding (GO:0043565)	18/717	9.197582e-03	4.011824e-02	0	0	1.936929e+00	9.081899e+00	EGR3;RORA;NR1D1;NR3C1;ESR1;TBX19;NPAS2;ADRA2A;NR3C2;CREB1;FEV;BCL2;BMAL1;CLOCK;ATF3;GABPA;ATF4;PITX3
GO_Molecular_Function_2023	MAP Kinase Activity (GO:0004707)	2/11	9.281086e-03	4.011824e-02	0	0	1.629079e+01	7.623726e+01	MAPK8;MAPK3
GO_Molecular_Function_2023	Dynactin Binding (GO:0034452)	2/11	9.281086e-03	4.011824e-02	0	0	1.629079e+01	7.623726e+01	GSK3B;HTT
GO_Molecular_Function_2023	Transition Metal Ion Binding (GO:0046914)	13/456	9.655721e-03	4.129362e-02	0	0	2.193623e+00	1.017886e+01	PRNP;ACE;NOS3;GLO1;NRG1;DBH;S100B;SOD2;GRIN2B;SOD1;IL1A;GRIN2A;LTA4H
GO_Molecular_Function_2023	PDZ Domain Binding (GO:0030165)	4/62	9.943738e-03	4.207771e-02	0	0	5.080976e+00	2.342743e+01	GRIA1;DLG4;ADRB1;PSEN1
GO_Molecular_Function_2023	L-glutamate Transmembrane Transporter Activity (GO:0005313)	2/12	1.103843e-02	4.622341e-02	0	0	1.466097e+01	6.606778e+01	SLC1A1;SLC1A2
GO_Molecular_Function_2023	NADP Binding (GO:0050661)	3/35	1.169493e-02	4.846766e-02	0	0	6.890275e+00	3.065207e+01	HSD11B1;NOS2;NOS3
GO_Molecular_Function_2023	Inhibitory Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005237)	2/13	1.292973e-02	5.303827e-02	0	0	1.332748e+01	5.795088e+01	GABRA6;GABRA3
GO_Molecular_Function_2023	Calcium Channel Regulator Activity (GO:0005246)	3/37	1.361208e-02	5.527331e-02	0	0	6.484306e+00	2.786175e+01	NRXN1;NPY;CALM2
GO_Molecular_Function_2023	MAP Kinase Phosphatase Activity (GO:0033549)	2/14	1.495106e-02	5.950819e-02	0	0	1.221623e+01	5.134450e+01	DUSP4;DUSP6
GO_Molecular_Function_2023	Aspartic-Type Peptidase Activity (GO:0070001)	2/14	1.495106e-02	5.950819e-02	0	0	1.221623e+01	5.134450e+01	REN;PSEN1
GO_Molecular_Function_2023	Tau Protein Binding (GO:0048156)	3/39	1.569748e-02	6.186655e-02	0	0	6.123445e+00	2.543835e+01	GSK3B;S100B;HDAC6
GO_Molecular_Function_2023	Acidic Amino Acid Transmembrane Transporter Activity (GO:0015172)	2/15	1.709859e-02	6.673428e-02	0	0	1.127595e+01	4.587913e+01	SLC1A1;SLC1A2
GO_Molecular_Function_2023	Endopeptidase Inhibitor Activity (GO:0004866)	5/112	1.827318e-02	7.063286e-02	0	0	3.447052e+00	1.379621e+01	APP;PRNP;NRG1;SERPINA6;NGF
GO_Molecular_Function_2023	Amino Acid:Sodium Symporter Activity (GO:0005283)	2/18	2.426103e-02	9.030496e-02	0	0	9.160316e+00	3.406615e+01	SLC1A2;SLC6A1
GO_Molecular_Function_2023	Aspartic-Type Endopeptidase Activity (GO:0004190)	2/18	2.426103e-02	9.030496e-02	0	0	9.160316e+00	3.406615e+01	REN;PSEN1
GO_Molecular_Function_2023	Hormone Receptor Binding (GO:0051427)	2/18	2.426103e-02	9.030496e-02	0	0	9.160316e+00	3.406615e+01	GH1;LEP
GO_Molecular_Function_2023	Ligand-Gated Calcium Channel Activity (GO:0099604)	2/18	2.426103e-02	9.030496e-02	0	0	9.160316e+00	3.406615e+01	GRIN2A;GRIN2B
GO_Molecular_Function_2023	Fibroblast Growth Factor Binding (GO:0017134)	2/20	2.959999e-02	1.091669e-01	0	0	8.141677e+00	2.865855e+01	FGFR2;FGFR1
GO_Molecular_Function_2023	Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714)	3/50	3.021760e-02	1.104316e-01	0	0	4.687679e+00	1.640374e+01	NTRK2;FGFR2;FGFR1
GO_Molecular_Function_2023	Oxidoreductase Activity, Acting On Single Donors With Incorporation Of Molecular Oxygen, Incorporation Of Two Atoms Of Oxygen (GO:0016702)	2/21	3.242828e-02	1.174430e-01	0	0	7.712776e+00	2.644498e+01	PTGS2;IDO1
GO_Molecular_Function_2023	Channel Activity (GO:0015267)	3/52	3.341216e-02	1.188645e-01	0	0	4.495888e+00	1.528078e+01	CHRNB3;BCL2;AQP4
GO_Molecular_Function_2023	Exopeptidase Activity (GO:0008238)	3/52	3.341216e-02	1.188645e-01	0	0	4.495888e+00	1.528078e+01	DPP4;FOLH1;LTA4H
GO_Molecular_Function_2023	Serine-Type Endopeptidase Inhibitor Activity (GO:0004867)	3/53	3.507271e-02	1.235993e-01	0	0	4.405746e+00	1.476071e+01	APP;NRG1;SERPINA6
GO_Molecular_Function_2023	Fibroblast Growth Factor Receptor Binding (GO:0005104)	2/22	3.535800e-02	1.235993e-01	0	0	7.326766e+00	2.448774e+01	FGF17;FGF20
GO_Molecular_Function_2023	Mitogen-Activated Protein Kinase Binding (GO:0051019)	2/23	3.838591e-02	1.312271e-01	0	0	6.977518e+00	2.274716e+01	ACE;DUSP1
GO_Molecular_Function_2023	Protein Tyrosine/Serine/Threonine Phosphatase Activity (GO:0008138)	2/23	3.838591e-02	1.312271e-01	0	0	6.977518e+00	2.274716e+01	DUSP4;DUSP6
GO_Molecular_Function_2023	Protein Serine/Threonine Phosphatase Activity (GO:0004722)	3/55	3.851940e-02	1.312271e-01	0	0	4.235864e+00	1.379449e+01	DUSP4;PPP3CC;DUSP1
GO_Molecular_Function_2023	Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Linear Amides (GO:0016811)	3/56	4.030510e-02	1.361567e-01	0	0	4.155731e+00	1.334520e+01	HDAC5;HDAC9;HDAC6
GO_Molecular_Function_2023	Active Monoatomic Ion Transmembrane Transporter Activity (GO:0022853)	2/24	4.150882e-02	1.379053e-01	0	0	6.660020e+00	2.119118e+01	SLC18A1;SLC18A2
GO_Molecular_Function_2023	Chemorepellent Activity (GO:0045499)	2/24	4.150882e-02	1.379053e-01	0	0	6.660020e+00	2.119118e+01	DPP4;NRG1
GO_Molecular_Function_2023	Protein Heterodimerization Activity (GO:0046982)	6/190	4.517522e-02	1.488561e-01	0	0	2.405045e+00	7.448921e+00	BCL2;ADRB1;ADCY8;ATF3;ADRA2A;ATF4
GO_Molecular_Function_2023	Histone Deacetylase Binding (GO:0042826)	4/99	4.572281e-02	1.494355e-01	0	0	3.096235e+00	9.552374e+00	HDAC5;MAPK8;HDAC9;HDAC6
GO_Molecular_Function_2023	NF-kappaB Binding (GO:0051059)	2/26	4.802729e-02	1.557014e-01	0	0	6.104399e+00	1.853287e+01	GSK3B;CDKN2A
