Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Response To Organic Cyclic Compound (GO:0014070)	13/58	7.133027e-13	1.515768e-10	0	0	2.204065e+01	6.164522e+02	TGFB1;SLC1A1;STAT3;IL18;TNF;ESR1;GH1;SFRP1;CREB1;IL1B;DRD2;DRD3;DRD4
GO_Biological_Process_2023	Dopamine Metabolic Process (GO:0042417)	9/19	1.106186e-12	2.169826e-10	0	0	6.773702e+01	1.864807e+03	MAOB;TH;MAOA;DBH;DRD1;COMT;DRD2;DRD3;DRD4
GO_Biological_Process_2023	Positive Regulation Of Protein Phosphorylation (GO:0001934)	27/377	1.935856e-12	3.526024e-10	0	0	6.126850e+00	1.652440e+02	APP;MRE11;TNF;HDAC6;RELN;FGF20;AKT1;RAC1;IL6R;MAPK3;PRNP;NTRK2;TGFB1;BDNF;LIF;IGF1;CARTPT;NGF;AGT;VEGFA;FGF17;GH1;ADCYAP1;IL6;LEP;IL1B;CALM2
GO_Biological_Process_2023	Neuropeptide Signaling Pathway (GO:0007218)	13/68	6.286253e-12	1.068663e-09	0	0	1.802410e+01	4.648894e+02	NPSR1;OPRK1;OPRM1;PDYN;NTS;MCHR1;HCRTR1;PYY;GAL;GALR2;NPY;PENK;PNOC
GO_Biological_Process_2023	Regulation Of Protein Secretion (GO:0050708)	15/102	7.871277e-12	1.254485e-09	0	0	1.322872e+01	3.382292e+02	SNAP25;TGFB1;NOS2;IGF1;ADCY8;TNF;PER2;IL1A;IL6;IL1B;DRD2;CLOCK;DRD3;BMAL1;DRD4
GO_Biological_Process_2023	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	18/163	9.053949e-12	1.358092e-09	0	0	9.609159e+00	2.443400e+02	CHRM2;HTR1D;HTR1B;OPRK1;ADCY8;MCHR1;ADCY7;CRHR1;ADRA2A;CRHR2;ADCY5;MC4R;ADCYAP1;MC1R;RGS1;GALR2;CNR1;DRD1
GO_Biological_Process_2023	Inflammatory Response (GO:0006954)	21/236	1.071373e-11	1.509686e-09	0	0	7.624074e+00	1.925803e+02	HDAC5;TGFB1;CXCL8;NOS2;STAT3;IL18;HP;TACR1;ADCY8;TNF;HDAC9;TNFRSF1A;CRHBP;IL1A;IL6;IL1B;CRH;RAC1;TAC1;CMKLR1;PITX3
GO_Biological_Process_2023	Regulation Of Insulin Secretion (GO:0050796)	14/87	1.124864e-11	1.509686e-09	0	0	1.466787e+01	3.697885e+02	SNAP25;NOS2;TRH;NR1D1;ADCY8;TNF;ADRA2A;ADCY5;PER2;SFRP1;IL6;IL1B;CLOCK;BMAL1
GO_Biological_Process_2023	Negative Regulation Of Neuron Death (GO:1901215)	14/88	1.321639e-11	1.685090e-09	0	0	1.446892e+01	3.624402e+02	NTRK2;CNTF;PRKCI;GRN;BDNF;WFS1;NGF;TNFRSF1B;SOD2;SOD1;FGF20;BCL2;AKT1;ATF4
GO_Biological_Process_2023	Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	9/24	1.475668e-11	1.791883e-09	0	0	4.514656e+01	1.125925e+03	IL1A;IL6;TGFB1;IL1B;RORA;BRCA1;HPSE;PTGS2;ATF4
GO_Biological_Process_2023	Positive Regulation Of Gene Expression (GO:0010628)	29/480	1.859339e-11	2.155143e-09	0	0	5.122336e+00	1.265638e+02	APP;GSK3B;CNTF;CXCL8;BRCA1;PSEN1;NTS;TNF;MAPK8;FGF20;AKT1;NTRK2;TGFB1;TLE1;NOS3;STAT3;DTNBP1;IGF1;NGF;AGT;ADRA2A;VEGFA;SOD1;FGF17;P2RX7;IL1A;IL6;IL1B;ATF4
GO_Biological_Process_2023	Regulation Of Fat Cell Differentiation (GO:0045598)	13/75	2.331974e-11	2.585449e-09	0	0	1.598343e+01	3.913020e+02	FTO;TGFB1;RORA;NR1D1;TNF;SFRP1;IL6;CREB1;LEP;AKT1;GNB3;BMAL1;CMKLR1
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	16/130	2.533812e-11	2.692175e-09	0	0	1.079601e+01	2.634087e+02	PRNP;CNTF;ACE;TGFB1;LIF;IL18;IGF1;TNF;AGT;TNFRSF1A;VEGFA;GH1;IL6;RELN;DLG4;IL6R
GO_Biological_Process_2023	Positive Regulation Of Synaptic Transmission (GO:0050806)	13/77	3.304069e-11	3.370151e-09	0	0	1.548238e+01	3.736405e+02	LGI1;APP;NRXN1;DTNBP1;ADCY8;TNF;GRIN2B;CRHR2;NPS;GRIN2A;RELN;DLG4;DRD1
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)	9/26	3.443879e-11	3.377651e-09	0	0	3.983116e+01	9.596059e+02	IL1A;IL6;TGFB1;IL1B;RORA;BRCA1;HPSE;PTGS2;ATF4
GO_Biological_Process_2023	Regulation Of MAPK Cascade (GO:0043408)	19/204	4.813531e-11	4.546113e-09	0	0	7.965165e+00	1.892285e+02	DUSP4;NTRK2;DUSP1;WWC1;LIF;IGF1;CARTPT;TNF;DUSP6;ADRA2A;SOD1;P2RX7;IL6;IL1B;LEP;REN;FGFR2;FGFR1;MAPK3
GO_Biological_Process_2023	Regulation Of Neuroinflammatory Response (GO:0150077)	8/19	6.807257e-11	6.199466e-09	0	0	5.452610e+01	1.276480e+03	IL6;IL1B;IL18;IGF1;NR1D1;PTGS2;TNFRSF1B;TNF
GO_Biological_Process_2023	Positive Regulation Of Signal Transduction (GO:0009967)	21/266	1.023741e-10	9.001863e-09	0	0	6.680229e+00	1.536612e+02	PRKCI;TGFB1;HOMER1;BDNF;NOS3;NRXN1;STAT3;HTT;IGF1;GRIN2B;VEGFA;GH1;SFRP1;GRIN2A;IL6;RELN;DLG4;IL1B;DISC1;DRD3;FGFR2
GO_Biological_Process_2023	Positive Regulation Of Cell Population Proliferation (GO:0008284)	28/483	1.102828e-10	9.374041e-09	0	0	4.881038e+00	1.119123e+02	CNTF;GRN;TNF;DPP4;FGF20;AKT1;IL6R;NTRK2;PRKCI;TGFB1;LIF;IL18;HTR1A;NRG1;IGF1;S100B;AGT;ADRA2A;VEGFA;FGF17;SFRP1;IL6;IL1B;BCL2;CDH13;HPSE;FGFR2;FGFR1
GO_Biological_Process_2023	Regulation Of Neuron Apoptotic Process (GO:0043523)	14/105	1.535773e-10	1.263297e-08	0	0	1.175576e+01	2.656428e+02	PRNP;NTRK2;CNTF;PRKCI;GRN;BDNF;WFS1;NGF;SOD2;TNF;SOD1;FGF20;BCL2;ATF4
GO_Biological_Process_2023	Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	12/70	1.589775e-10	1.266852e-08	0	0	1.571375e+01	3.545378e+02	GSK3B;IL1A;GPX1;NOS3;IL1B;BCL2;AKT1;HTT;BRCA1;IGF1;TNF;MAP2K5
GO_Biological_Process_2023	Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	13/90	2.526964e-10	1.952654e-08	0	0	1.285996e+01	2.841901e+02	APP;PRNP;TGFB1;LIF;NRG1;IGF1;AGT;VEGFA;GH1;SFRP1;IL6;RELN;IL6R
GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	35/766	3.188774e-10	2.391581e-08	0	0	3.854309e+00	8.427915e+01	ALK;APP;CNTF;CXCL8;DPP4;FGF20;AKT1;DRD2;IL6R;NTRK2;TGFB1;CDKN2A;NOS3;STAT3;LIF;HTR1A;NRG1;IGF1;OPRM1;S100B;NGF;SOD2;AGT;ADRA2A;VEGFA;FGF17;IL1A;SFRP1;IL6;IL1B;TIMELESS;BCL2;CDH13;FGFR2;FGFR1
GO_Biological_Process_2023	Positive Regulation Of Phosphorylation (GO:0042327)	19/231	4.088477e-10	2.978748e-08	0	0	6.941131e+00	1.500511e+02	ALK;APP;NTRK2;MRE11;TGFB1;PSEN1;TNF;VEGFA;FGF17;RELN;IL1B;LEP;FGF20;AKT1;RAC1;DRD4;FGFR2;FGFR1;MAPK3
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production (GO:0001819)	22/320	5.146832e-10	3.558672e-08	0	0	5.761058e+00	1.232144e+02	APP;TGFB1;NOS2;PDE4D;STAT3;IL18;RORA;BRCA1;PTGS2;TNF;AGT;ADRA2A;SOD1;IL1A;IL6;LEP;IL1B;PDE4B;HPSE;DRD2;IL6R;ATF4
GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	27/482	5.163564e-10	3.558672e-08	0	0	4.687426e+00	1.002370e+02	GSK3B;CNTF;GRN;MRE11;GLO1;PSEN1;TNF;MAPK8;BAG1;FGF20;AKT1;MAP2K5;NTRK2;PRKCI;EGR3;TLE1;GPX1;WFS1;BDNF;IGF1;NGF;SOD2;VEGFA;SOD1;SFRP1;IL6;BCL2
GO_Biological_Process_2023	Positive Regulation Of Multicellular Organismal Process (GO:0051240)	24/387	6.627287e-10	4.447258e-08	0	0	5.183792e+00	1.095577e+02	UCN;OXTR;TGFB1;IL18;ADRB1;OXT;DBH;GRPR;TNF;AGT;ADRA2A;VEGFA;SOD1;PER2;MC4R;IL1A;GH1;ADCYAP1;IL6;LEP;IL1B;CRH;HCRT;CMKLR1
GO_Biological_Process_2023	Regulation Of Postsynaptic Membrane Potential (GO:0060078)	9/35	6.995796e-10	4.574174e-08	0	0	2.603156e+01	5.487594e+02	GSK3B;GRIN2A;GABRA6;CHRNA4;GABRA3;ARRB2;DRD2;GRIN2B;DRD4
GO_Biological_Process_2023	Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	28/525	7.344002e-10	4.681802e-08	0	0	4.458819e+00	9.377773e+01	APP;WWC1;NTS;TNF;NR3C2;RELN;NTRK2;TGFB1;LIF;IL18;IGF1;CARTPT;S100B;AGT;ADRA2A;VEGFA;TNFRSF1A;SOD1;POMC;GH1;IL6;MC1R;LEP;IL1B;CDH13;HPSE;FGFR2;FGFR1
GO_Biological_Process_2023	Monoamine Transport (GO:0015844)	6/10	1.175027e-09	7.308093e-08	0	0	1.116509e+02	2.295764e+03	SLC18A1;SLC6A2;SLC18A2;SLC29A3;SLC6A3;SLC6A4
GO_Biological_Process_2023	Regulation Of Peptide Hormone Secretion (GO:0090276)	10/52	1.694232e-09	1.004719e-07	0	0	1.795931e+01	3.627070e+02	PER2;SNAP25;CRHBP;IL6;NOS2;IL1B;HTR2C;TNF;CLOCK;BMAL1
GO_Biological_Process_2023	Neurotransmitter Transport (GO:0006836)	10/52	1.694232e-09	1.004719e-07	0	0	1.795931e+01	3.627070e+02	SNAP25;NRXN1;CHAT;SLC1A1;SLC1A2;SLC6A2;SLC6A3;SLC18A2;SYN1;SLC6A4
GO_Biological_Process_2023	Cellular Response To Lipid (GO:0071396)	18/228	2.306661e-09	1.336815e-07	0	0	6.612874e+00	1.315133e+02	GSK3B;CXCL8;ATP1A3;RORA;NR1D1;ADCY8;NR3C1;TNFRSF1B;ESR1;ADCY5;CRHBP;IL1A;SFRP1;IL6;MAPK8;CREB1;IL1B;PDE4B
GO_Biological_Process_2023	Negative Regulation Of Secretion By Cell (GO:1903531)	9/40	2.553578e-09	1.447028e-07	0	0	2.182738e+01	4.318716e+02	GRM7;LIF;HTR1B;TRH;DRD2;TNFRSF1B;DRD3;DRD4;TNFRSF1A
GO_Biological_Process_2023	Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531)	10/55	3.022445e-09	1.675486e-07	0	0	1.675947e+01	3.287739e+02	GH1;CNTF;IL6;IL18;LIF;IGF1;TNF;IL6R;TNFRSF1A;VEGFA
GO_Biological_Process_2023	Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	11/74	4.534625e-09	2.460275e-07	0	0	1.320672e+01	2.537211e+02	NTRK2;CNTF;PRKCI;GRN;BDNF;WFS1;FGF20;BCL2;NGF;SOD2;SOD1
GO_Biological_Process_2023	Icosanoid Secretion (GO:0032309)	6/12	5.053555e-09	2.684701e-07	0	0	7.442642e+01	1.421781e+03	ACE;NOS2;LEP;DRD2;DRD3;DRD4
GO_Biological_Process_2023	Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	18/246	7.672229e-09	3.992691e-07	0	0	6.085188e+00	1.137058e+02	ALK;APP;HDAC5;PRKCI;STAT3;CAMK2A;IL18;ADCY8;NTS;TNF;ESR1;AGT;VEGFA;IL6;RELN;IL1B;AKT1;CLOCK
GO_Biological_Process_2023	Cellular Response To Oxygen-Containing Compound (GO:1901701)	23/406	8.525392e-09	4.347950e-07	0	0	4.684557e+00	8.704009e+01	GSK3B;CXCL8;RORA;MTR;NR1D1;ADCY8;TNFRSF1B;ADCY7;ESR1;P2RX7;CRHBP;IL1A;SFRP1;IL6;MAPK8;CREB1;DLG4;IL1B;PDE4B;AKT1;DRD1;HCN1;MAPK3
GO_Biological_Process_2023	Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173)	8/33	1.061041e-08	5.305206e-07	0	0	2.397445e+01	4.402052e+02	SLCO1C1;APP;MAPK8;TGFB1;WFS1;AKT1;TNF;MAP2K5
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	28/594	1.109608e-08	5.441346e-07	0	0	3.901205e+00	7.145711e+01	GSK3B;CNTF;GRN;HP;TNF;DPP4;MAPK8;FGF20;AKT1;IL6R;LGI1;NTRK2;TGFB1;LIF;HTR1A;NRG1;IGF1;TNFRSF1B;S100B;ADRA2A;VEGFA;FGF17;SFRP1;IL6;IL1B;BCL2;FGFR2;FGFR1
GO_Biological_Process_2023	Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	9/47	1.171415e-08	5.636055e-07	0	0	1.780022e+01	3.250760e+02	IL6;TGFB1;IL18;AKT1;HTR1B;CDH13;IGF1;TNF;IL6R
GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	14/146	1.230701e-08	5.811645e-07	0	0	8.087431e+00	1.472972e+02	OXTR;IL18;ADRB1;OXT;NR1D1;DBH;VEGFA;PER2;ADCYAP1;LEP;HCRT;BMAL1;CMKLR1;ATF4
GO_Biological_Process_2023	Cellular Response To Amyloid-Beta (GO:1904646)	8/34	1.371340e-08	6.358030e-07	0	0	2.305118e+01	4.173392e+02	APP;GSK3B;NGFR;PRNP;GRIN2A;ATP1A3;PSEN1;IGF1
GO_Biological_Process_2023	Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509)	10/65	1.642280e-08	7.478240e-07	0	0	1.370533e+01	2.456625e+02	GH1;CNTF;IL6;IL18;LIF;IGF1;TNF;IL6R;TNFRSF1A;VEGFA
GO_Biological_Process_2023	Regulation Of Gene Expression (GO:0010468)	40/1127	2.284384e-08	1.021961e-06	0	0	2.969689e+00	5.225044e+01	APP;GSK3B;HDAC5;CNTF;CXCL8;WWC1;RORA;BRCA1;PSEN1;NTS;NR3C1;TNF;HDAC6;MAPK8;FGF20;AKT1;PITX3;NTRK2;TGFB1;TLE1;GPX1;NOS2;NOS3;STAT3;DTNBP1;NRG1;IGF1;NGF;ESR1;VEGFA;FGF17;P2RX7;IL1A;SFRP1;IL6;IL1B;GNB3;BMAL1;CLOCK;ATF4
GO_Biological_Process_2023	Positive Regulation Of Metabolic Process (GO:0009893)	12/108	2.640913e-08	1.161091e-06	0	0	9.475386e+00	1.653413e+02	PER2;ADCYAP1;OXTR;LEP;IL18;ADRB1;OXT;DBH;HCRT;TNF;CMKLR1;VEGFA
GO_Biological_Process_2023	Chemical Synaptic Transmission, Postsynaptic (GO:0099565)	7/25	3.028169e-08	1.308785e-06	0	0	2.903556e+01	5.026847e+02	GSK3B;GRIN2A;CHRNA4;ARRB2;DRD2;GRIN2B;DRD4
GO_Biological_Process_2023	Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	12/110	3.252052e-08	1.382122e-06	0	0	9.281065e+00	1.600185e+02	MC4R;ADCYAP1;MC1R;ADRB1;DRD1;DRD2;ADCY8;DRD3;ADCY7;CRHR1;ADRA2A;ADCY5
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription (GO:0045893)	42/1243	3.903701e-08	1.631875e-06	0	0	2.829433e+00	4.826660e+01	APP;HDAC5;RORA;BRCA1;PSEN1;NR3C1;TNF;NPAS2;MED12;GALR2;DEAF1;AKT1;GABPA;MAP2K5;S100A10;PITX3;MAPK3;NGFR;TGFB1;STAT3;LIF;IL18;NR1D1;IGF1;ESR1;AGT;VEGFA;TNFRSF1A;POMC;ADCYAP1;SFRP1;IL6;MC1R;GAL;CREB1;IL1B;CDH13;BMAL1;CLOCK;ATF3;FGFR2;ATF4
GO_Biological_Process_2023	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	17/244	4.157029e-08	1.709746e-06	0	0	5.750009e+00	9.772646e+01	DUSP4;APP;NTRK2;TGFB1;PLA2G2A;HTR2C;NRG1;IGF1;ARRB2;HTR2A;OPRM1;TNF;DUSP6;ADCYAP1;IL1B;FGFR2;MAPK3
GO_Biological_Process_2023	Regulation Of Protein Kinase B Signaling (GO:0051896)	13/136	4.277035e-08	1.731181e-06	0	0	8.031701e+00	1.362773e+02	NTRK2;TGFB1;IL18;IGF1;ARRB2;NTS;TNF;MC1R;LEP;HPSE;DRD2;DRD3;FGFR1
GO_Biological_Process_2023	Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135)	11/93	5.269932e-08	2.081515e-06	0	0	1.013682e+01	1.698796e+02	APP;IL6;TGFB1;BDNF;PDE4D;LIF;AKT1;NGF;TNF;HDAC6;VEGFA
GO_Biological_Process_2023	G Protein-Coupled Serotonin Receptor Signaling Pathway (GO:0098664)	5/9	5.305822e-08	2.081515e-06	0	0	9.269267e+01	1.552776e+03	HTR1D;HTR1A;HTR1B;HTR2C;HTR2A
GO_Biological_Process_2023	Cellular Response To Peptide (GO:1901653)	9/56	5.855391e-08	2.262310e-06	0	0	1.438509e+01	2.395595e+02	APP;GSK3B;NGFR;PRNP;GRIN2A;TIMELESS;ATP1A3;PSEN1;IGF1
GO_Biological_Process_2023	Positive Regulation Of Protein Modification Process (GO:0031401)	16/225	7.905101e-08	3.008658e-06	0	0	5.860212e+00	9.583306e+01	APP;NTRK2;ACE;TGFB1;TNF;VEGFA;FGF17;RELN;IL1B;LEP;FGF20;AKT1;RAC1;CALM2;BMAL1;MAPK3
GO_Biological_Process_2023	Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)	11/98	9.124044e-08	3.421517e-06	0	0	9.551813e+00	1.548327e+02	PER2;ADCYAP1;OXTR;LEP;IL18;ADRB1;OXT;DBH;HCRT;CMKLR1;VEGFA
GO_Biological_Process_2023	Adrenergic Receptor Signaling Pathway (GO:0071875)	6/18	9.481907e-08	3.504183e-06	0	0	3.720189e+01	6.016027e+02	PDE4D;ADRB1;DRD1;DRD2;DRD3;ADRA2A
GO_Biological_Process_2023	Response To Amyloid-Beta (GO:1904645)	8/43	9.856011e-08	3.590404e-06	0	0	1.711592e+01	2.761242e+02	APP;GSK3B;NGFR;PRNP;GRIN2A;ATP1A3;PSEN1;IGF1
GO_Biological_Process_2023	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	16/231	1.136617e-07	4.082215e-06	0	0	5.694920e+00	9.106200e+01	DUSP4;TLE1;DUSP1;WWC1;PDE4D;RORA;NR1D1;ARRB2;ESR1;HDAC9;DUSP6;P2RX7;BCL2;DRD2;BMAL1;DRD3
GO_Biological_Process_2023	Regulation Of Protein Phosphorylation (GO:0001932)	17/265	1.374587e-07	4.868327e-06	0	0	5.257445e+00	8.306734e+01	APP;PRNP;NTRK2;TGFB1;NRG1;IGF1;TNF;VEGFA;SOD1;FGF17;RELN;IL1B;LEP;FGF20;AKT1;RAC1;MAPK3
GO_Biological_Process_2023	Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	14/179	1.619476e-07	5.620747e-06	0	0	6.459050e+00	1.009937e+02	APP;NTRK2;TGFB1;PLA2G2A;HTR2C;NRG1;IGF1;ARRB2;HTR2A;OPRM1;TNF;ADCYAP1;FGFR2;MAPK3
GO_Biological_Process_2023	Behavioral Fear Response (GO:0001662)	4/5	1.631119e-07	5.620747e-06	0	0	2.955506e+02	4.619109e+03	GRM7;HTR1A;HTR2C;DRD4
GO_Biological_Process_2023	Glucose Homeostasis (GO:0042593)	10/87	2.825478e-07	9.606625e-06	0	0	9.778574e+00	1.474552e+02	NGFR;IL6;WFS1;CRY2;STAT3;CRY1;CARTPT;NR1D1;ADCY8;ADRA2A
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway (GO:0097191)	9/67	2.902019e-07	9.737037e-06	0	0	1.165037e+01	1.753694e+02	P2RX7;GSK3B;TGFB1;BCL2;NGF;TNFRSF1B;TNF;IL6R;TNFRSF1A
GO_Biological_Process_2023	Astrocyte Activation (GO:0048143)	5/12	3.225632e-07	1.068229e-05	0	0	5.295918e+01	7.915792e+02	APP;CNTF;GRN;PSEN1;TNF
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	10/89	3.506895e-07	1.146485e-05	0	0	9.530045e+00	1.416485e+02	APP;IL6;TGFB1;BDNF;LIF;AKT1;NGF;TNF;HDAC6;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)	6/22	3.641268e-07	1.171330e-05	0	0	2.789575e+01	4.135759e+02	NPS;GRIN2A;RELN;NRXN1;DRD1;GRIN2B
GO_Biological_Process_2023	Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	17/284	3.674762e-07	1.171330e-05	0	0	4.878557e+00	7.228367e+01	ALK;GSK3B;NTRK2;BDNF;STAT3;NRG1;IGF1;NGF;VEGFA;FGF17;GH1;STMN1;FGF20;AKT1;RAC1;FGFR2;FGFR1
GO_Biological_Process_2023	Glutamate Receptor Signaling Pathway (GO:0007215)	7/35	3.772936e-07	1.187776e-05	0	0	1.865625e+01	2.759305e+02	GRIN2A;GRM7;HOMER1;GRIK3;GRIN2B;GRM1;GRIA3
GO_Biological_Process_2023	Regulation Of Epithelial Cell Proliferation (GO:0050678)	10/91	4.328257e-07	1.329856e-05	0	0	9.293789e+00	1.361813e+02	SFRP1;GRN;GPX1;TGFB1;DEAF1;LEP;IGF1;NR1D1;FGFR2;VEGFA
GO_Biological_Process_2023	Regulation Of MAP Kinase Activity (GO:0043405)	11/114	4.328551e-07	1.329856e-05	0	0	8.061464e+00	1.181235e+02	GH1;TGFB1;DUSP1;IL1B;TNF;DRD4;MAP2K5;ADRA2A;AGT;FGFR1;VEGFA
GO_Biological_Process_2023	Regulation Of Cell Development (GO:0060284)	8/52	4.603277e-07	1.397424e-05	0	0	1.360871e+01	1.985691e+02	PER2;GRN;IL1B;AKT1;CLOCK;HDAC9;BMAL1;S100A10
