Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Human cytomegalovirus infection	22/225	5.054677e-13	8.491857e-12	0	0	8.498467e+00	2.406196e+02	GSK3B;CXCL8;CDKN2A;STAT3;ADCY8;PTGS2;ADCY7;TNF;ADCY5;VEGFA;TNFRSF1A;IL6;PPP3CC;CREB1;IL1B;AKT1;GNB3;RAC1;CALM2;IL6R;ATF4;MAPK3
KEGG_2021_Human	Morphine addiction	15/91	1.413105e-12	2.225641e-11	0	0	1.515188e+01	4.134226e+02	GABRB3;KCNJ6;GABRA6;PDE1B;PDE4D;GABRA3;ARRB2;OPRM1;ADCY8;ADCY7;ADCY5;PDE4B;PDE4A;GNB3;DRD1
KEGG_2021_Human	Cholinergic synapse	16/113	2.838675e-12	4.207918e-11	0	0	1.269909e+01	3.376394e+02	CHRM2;KCNJ6;CHRNA4;CHAT;CHRNA6;CAMK2A;CACNA1C;ADCY8;ADCY7;ADCY5;CREB1;BCL2;AKT1;GNB3;ATF4;MAPK3
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	15/100	5.856376e-12	8.198926e-11	0	0	1.354136e+01	3.502268e+02	TGFB1;CXCL8;NOS3;STAT3;TNF;AGT;VEGFA;IL1A;IL6;MAPK8;IL1B;BCL2;AKT1;RAC1;MAPK3
KEGG_2021_Human	Rap1 signaling pathway	20/210	9.735604e-12	1.291249e-10	0	0	8.194171e+00	2.077651e+02	NGFR;PRKCI;IGF1;ADCY8;NGF;GRIN2B;ADCY7;ADCY5;VEGFA;FGF17;GRIN2A;CNR1;FGF20;AKT1;RAC1;DRD2;CALM2;FGFR2;FGFR1;MAPK3
KEGG_2021_Human	PI3K-Akt signaling pathway	25/354	1.804734e-11	2.273965e-10	0	0	5.992537e+00	1.482435e+02	CHRM2;GSK3B;BRCA1;RELN;FGF20;AKT1;RAC1;IL6R;MAPK3;NGFR;NTRK2;BDNF;NOS3;IGF1;NGF;VEGFA;FGF17;GH1;IL6;CREB1;BCL2;GNB3;FGFR2;ATF4;FGFR1
KEGG_2021_Human	Estrogen signaling pathway	16/137	5.671564e-11	6.805876e-10	0	0	1.016782e+01	2.398890e+02	KCNJ6;NOS3;OPRM1;ADCY8;ESR1;ADCY7;GRM1;ADCY5;POMC;CREB1;BCL2;AKT1;CALM2;ATF4;FKBP5;MAPK3
KEGG_2021_Human	Ras signaling pathway	20/232	5.997610e-11	6.869990e-10	0	0	7.335563e+00	1.726577e+02	NGFR;NTRK2;BDNF;PLA2G2A;IGF1;NGF;GRIN2B;VEGFA;FGF17;GRIN2A;MAPK8;HTR7;FGF20;AKT1;GNB3;RAC1;CALM2;FGFR2;FGFR1;MAPK3
KEGG_2021_Human	Neurotrophin signaling pathway	15/119	7.607035e-11	8.334664e-10	0	0	1.105675e+01	2.576153e+02	NGFR;GSK3B;NTRK2;BDNF;CAMK2A;PSEN1;NGF;MAPK8;BCL2;AKT1;RAC1;CALM2;MAP2K5;ATF4;MAPK3
KEGG_2021_Human	Lipid and atherosclerosis	19/215	1.196462e-10	1.256285e-09	0	0	7.513909e+00	1.716664e+02	GSK3B;CXCL8;NOS3;STAT3;CAMK2A;IL18;SOD2;TNF;TNFRSF1A;IL6;MAPK8;PPP3CC;IL1B;BCL2;AKT1;RAC1;CALM2;ATF4;MAPK3
KEGG_2021_Human	Retrograde endocannabinoid signaling	16/148	1.832966e-10	1.847629e-09	0	0	9.315270e+00	2.088476e+02	GRIA1;GABRB3;KCNJ6;GABRA6;GABRA3;CACNA1C;ADCY8;PTGS2;ADCY7;GRM1;ADCY5;MAPK8;CNR1;GNB3;GRIA3;MAPK3
KEGG_2021_Human	Circadian rhythm	9/31	2.094317e-10	2.029876e-09	0	0	3.077082e+01	6.857777e+02	PER2;CREB1;PER3;CRY2;CRY1;RORA;NR1D1;CLOCK;NPAS2
KEGG_2021_Human	Cushing syndrome	16/155	3.669644e-10	3.425001e-09	0	0	8.842996e+00	1.921208e+02	GSK3B;CDKN2A;CAMK2A;CACNA1C;ADCY8;ADCY7;CRHR1;AGT;CRHR2;ADCY5;POMC;CREB1;CRH;KCNK2;ATF4;MAPK3
KEGG_2021_Human	Fluid shear stress and atherosclerosis	15/139	7.047771e-10	6.342993e-09	0	0	9.263955e+00	1.952206e+02	GSTM1;DUSP1;NOS3;GSTT1;TNF;TNFRSF1A;VEGFA;IL1A;MAPK8;IL1B;BCL2;AKT1;RAC1;CALM2;MAP2K5
KEGG_2021_Human	Long-term potentiation	11/67	1.515904e-09	1.317268e-08	0	0	1.486284e+01	3.018235e+02	GRIA1;GRIN2A;PPP3CC;CAMK2A;CACNA1C;ADCY8;GRIN2B;CALM2;GRM1;ATF4;MAPK3
KEGG_2021_Human	Taste transduction	12/86	1.885488e-09	1.583810e-08	0	0	1.230617e+01	2.472196e+02	GABRA6;PDE1B;GABRA3;HTR1D;HTR1A;HTR1B;GNB3;HTR3A;HTR3B;CACNA1C;ADCY8;GRM1
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	15/150	2.052734e-09	1.654195e-08	0	0	8.504340e+00	1.701216e+02	CAMK2A;ATP2A2;ATP1A3;ADRB1;CACNA1C;ADCY8;ADCY7;AGT;ADCY5;CREB1;BCL2;AKT1;CALM2;ATF4;MAPK3
KEGG_2021_Human	Renin secretion	11/69	2.100565e-09	1.654195e-08	0	0	1.434887e+01	2.867057e+02	ADCYAP1;PPP3CC;CREB1;ACE;PDE1B;ADRB1;REN;CACNA1C;CALM2;AGT;ADCY5
KEGG_2021_Human	Relaxin signaling pathway	14/129	2.444868e-09	1.866990e-08	0	0	9.291017e+00	1.842341e+02	TGFB1;NOS2;NOS3;ARRB2;ADCY8;ADCY7;ADCY5;VEGFA;MAPK8;CREB1;AKT1;GNB3;ATF4;MAPK3
KEGG_2021_Human	Nicotine addiction	9/40	2.553578e-09	1.892652e-08	0	0	2.182738e+01	4.318716e+02	GABRB3;GRIA1;GRIN2A;GABRA6;CHRNA4;CHRNA6;GABRA3;GRIN2B;GRIA3
KEGG_2021_Human	GABAergic synapse	12/89	2.823655e-09	2.033032e-08	0	0	1.182490e+01	2.327759e+02	GABRB3;KCNJ6;GABRA6;GAD1;GABRA3;GNB3;CACNA1C;SLC6A1;ADCY8;GLUL;ADCY7;ADCY5
KEGG_2021_Human	Tuberculosis	16/180	3.329067e-09	2.330347e-08	0	0	7.485414e+00	1.461196e+02	TGFB1;NOS2;CAMK2A;IL18;TNF;TNFRSF1A;IL1A;IL6;MAPK8;PPP3CC;CREB1;IL1B;BCL2;AKT1;CALM2;MAPK3
KEGG_2021_Human	Synaptic vesicle cycle	11/78	8.044798e-09	5.479159e-08	0	0	1.241573e+01	2.314073e+02	SNAP25;SLC1A1;SLC1A2;SLC6A1;CPLX2;SLC6A2;SLC18A1;CPLX1;SLC6A3;SLC18A2;SLC6A4
KEGG_2021_Human	Growth hormone synthesis, secretion and action	13/119	8.471075e-09	5.617660e-08	0	0	9.327885e+00	1.733737e+02	GSK3B;STAT3;CACNA1C;IGF1;ADCY8;ADCY7;ADCY5;GH1;MAPK8;CREB1;AKT1;ATF4;MAPK3
KEGG_2021_Human	cGMP-PKG signaling pathway	15/167	9.027754e-09	5.833318e-08	0	0	7.546644e+00	1.397862e+02	NOS3;ATP2A2;ATP1A3;ADRB1;CACNA1C;ADCY8;ADCY7;ADRA2A;ADCY5;PPP3CC;CREB1;AKT1;CALM2;ATF4;MAPK3
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	12/106	2.134815e-08	1.344934e-07	0	0	9.677976e+00	1.709353e+02	CREB1;PDE4D;BCL2;PDE4B;PDE4A;ARRB2;ADCY8;ADCY7;ATF4;FGFR1;ADCY5;MAPK3
KEGG_2021_Human	Insulin secretion	11/86	2.299353e-08	1.413261e-07	0	0	1.108687e+01	1.949965e+02	SNAP25;ADCYAP1;PCLO;CREB1;CAMK2A;ATP1A3;CACNA1C;ADCY8;ADCY7;ATF4;ADCY5
KEGG_2021_Human	Oxytocin signaling pathway	14/154	2.441189e-08	1.464714e-07	0	0	7.622179e+00	1.336030e+02	OXTR;KCNJ6;NOS3;CAMK2A;OXT;CACNA1C;ADCY8;PTGS2;ADCY7;ADCY5;PPP3CC;CALM2;MAP2K5;MAPK3
KEGG_2021_Human	Non-alcoholic fatty liver disease	14/155	2.651434e-08	1.553864e-07	0	0	7.567735e+00	1.320235e+02	GSK3B;TGFB1;CXCL8;TNF;TNFRSF1A;IL1A;IL6;MAPK8;IL1B;LEP;AKT1;RAC1;IL6R;ATF4
KEGG_2021_Human	Gap junction	11/88	2.937118e-08	1.682167e-07	0	0	1.079780e+01	1.872690e+02	HTR2C;ADRB1;HTR2A;DRD1;ADCY8;DRD2;ADCY7;GRM1;MAP2K5;ADCY5;MAPK3
KEGG_2021_Human	Alzheimer disease	21/369	3.589404e-08	2.010066e-07	0	0	4.678172e+00	8.019648e+01	APP;GSK3B;NOS2;ATP2A2;CACNA1C;PSEN1;PTGS2;GRIN2B;TNF;TNFRSF1A;DKK4;IL1A;GRIN2A;IL6;MAPK8;PPP3CC;IL1B;AKT1;CALM2;ATF4;MAPK3
KEGG_2021_Human	Prion disease	18/273	3.847997e-08	2.108033e-07	0	0	5.433341e+00	9.276413e+01	PRNP;GSK3B;CACNA1C;GRIN2B;TNF;SOD1;IL1A;STIP1;GRIN2A;IL6;MAPK8;PPP3CC;CREB1;IL1B;NCAM1;RAC1;ATF4;MAPK3
KEGG_2021_Human	TNF signaling pathway	12/112	3.986998e-08	2.137709e-07	0	0	9.094517e+00	1.549491e+02	IL6;MAPK8;CREB1;IL1B;LIF;AKT1;TNFRSF1B;PTGS2;TNF;ATF4;TNFRSF1A;MAPK3
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	15/193	6.321773e-08	3.318931e-07	0	0	6.435766e+00	1.066836e+02	GSK3B;CXCL8;STAT3;PTGS2;VEGFA;TNFRSF1A;IL6;MAPK8;PPP3CC;CREB1;AKT1;GNB3;RAC1;CALM2;MAPK3
KEGG_2021_Human	Spinocerebellar ataxia	13/143	7.779078e-08	4.000669e-07	0	0	7.596512e+00	1.243491e+02	GRIA1;TWNK;ATP2A2;RORA;PDYN;GRIN2B;GRM1;ATXN3;GRIN2A;MAPK8;RELN;AKT1;GRIA3
KEGG_2021_Human	Aldosterone synthesis and secretion	11/98	9.124044e-08	4.508351e-07	0	0	9.551813e+00	1.548327e+02	POMC;CREB1;CAMK2A;ATP1A3;CACNA1C;ADCY8;CALM2;ADCY7;AGT;ATF4;ADCY5
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	11/98	9.124044e-08	4.508351e-07	0	0	9.551813e+00	1.548327e+02	MAPK8;IL1B;CAMK2A;HTR2C;IGF1;HTR2A;NGF;ADCY8;CALM2;ADCY7;ADCY5
KEGG_2021_Human	Chagas disease	11/102	1.383047e-07	6.702459e-07	0	0	9.130093e+00	1.441989e+02	IL6;MAPK8;ACE;TGFB1;CXCL8;NOS2;IL1B;AKT1;TNF;TNFRSF1A;MAPK3
KEGG_2021_Human	Cortisol synthesis and secretion	9/65	2.221472e-07	1.056247e-06	0	0	1.206768e+01	1.848760e+02	POMC;CREB1;CACNA1C;ADCY8;ADCY7;KCNK2;AGT;ATF4;ADCY5
KEGG_2021_Human	HIF-1 signaling pathway	11/109	2.739947e-07	1.278642e-06	0	0	8.474922e+00	1.280574e+02	IL6;NOS2;NOS3;CAMK2A;STAT3;BCL2;AKT1;IGF1;IL6R;MAPK3;VEGFA
KEGG_2021_Human	Adipocytokine signaling pathway	9/69	3.756646e-07	1.721227e-06	0	0	1.126088e+01	1.665998e+02	POMC;MAPK8;NPY;LEP;STAT3;AKT1;TNFRSF1B;TNF;TNFRSF1A
KEGG_2021_Human	Dilated cardiomyopathy	10/96	7.158590e-07	3.221366e-06	0	0	8.751225e+00	1.238279e+02	TGFB1;ATP2A2;ADRB1;CACNA1C;IGF1;ADCY8;TNF;ADCY7;AGT;ADCY5
KEGG_2021_Human	Prostate cancer	10/97	7.887202e-07	3.486974e-06	0	0	8.650196e+00	1.215599e+02	AR;GSK3B;CREB1;BCL2;AKT1;IGF1;FGFR2;ATF4;FGFR1;MAPK3
KEGG_2021_Human	Pertussis	9/76	8.694955e-07	3.777808e-06	0	0	1.008078e+01	1.406808e+02	IL1A;MAPK8;IL6;CXCL8;NOS2;IL1B;TNF;CALM2;MAPK3
KEGG_2021_Human	Melanogenesis	10/101	1.149012e-06	4.907646e-06	0	0	8.268283e+00	1.130821e+02	POMC;GSK3B;MC1R;CREB1;CAMK2A;ADCY8;CALM2;ADCY7;ADCY5;MAPK3
KEGG_2021_Human	Osteoclast differentiation	11/127	1.281297e-06	5.381447e-06	0	0	7.153282e+00	9.705315e+01	IL1A;MAPK8;TGFB1;PPP3CC;CREB1;IL1B;AKT1;RAC1;TNF;TNFRSF1A;MAPK3
KEGG_2021_Human	Tryptophan metabolism	7/42	1.395963e-06	5.766927e-06	0	0	1.491970e+01	2.011463e+02	TPH2;TPH1;AANAT;MAOB;MAOA;ASMT;IDO1
KEGG_2021_Human	C-type lectin receptor signaling pathway	10/104	1.506373e-06	6.122677e-06	0	0	8.003179e+00	1.072891e+02	IL6;MAPK8;EGR3;PPP3CC;IL1B;AKT1;PTGS2;TNF;CALM2;MAPK3
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	14/219	1.856952e-06	7.427807e-06	0	0	5.188118e+00	6.846539e+01	TGFB1;CDKN2A;ADCY8;ADCY7;TNF;ADCY5;TNFRSF1A;IL6;MAPK8;PPP3CC;CREB1;AKT1;ATF4;MAPK3
KEGG_2021_Human	Insulin resistance	10/108	2.131222e-06	8.391686e-06	0	0	7.674955e+00	1.002258e+02	GSK3B;IL6;MAPK8;CREB1;NOS3;STAT3;AKT1;TNF;AGT;TNFRSF1A
KEGG_2021_Human	Hepatitis B	12/162	2.228097e-06	8.638161e-06	0	0	6.047568e+00	7.870524e+01	IL6;MAPK8;EGR3;TGFB1;CXCL8;CREB1;STAT3;BCL2;AKT1;TNF;ATF4;MAPK3
KEGG_2021_Human	Inflammatory bowel disease	8/65	2.652015e-06	1.012588e-05	0	0	1.049803e+01	1.347967e+02	IL1A;IL6;TGFB1;IL1B;STAT3;IL18;RORA;TNF
KEGG_2021_Human	Apelin signaling pathway	11/137	2.706782e-06	1.018073e-05	0	0	6.582204e+00	8.438221e+01	NOTCH3;HDAC5;NOS2;NOS3;AKT1;GNB3;ADCY8;CALM2;ADCY7;ADCY5;MAPK3
KEGG_2021_Human	Cytokine-cytokine receptor interaction	16/295	2.954173e-06	1.094782e-05	0	0	4.374165e+00	5.569315e+01	NGFR;CNTF;TGFB1;CXCL8;LIF;IL18;TNFRSF1B;NGF;TNF;TNFRSF1A;IL1A;GH1;IL6;LEP;IL1B;IL6R
KEGG_2021_Human	GnRH signaling pathway	9/93	4.804193e-06	1.754575e-05	0	0	8.033670e+00	9.838049e+01	MAPK8;CAMK2A;CACNA1C;ADCY8;ADCY7;CALM2;ATF4;ADCY5;MAPK3
KEGG_2021_Human	Thyroid hormone synthesis	8/75	7.887335e-06	2.839440e-05	0	0	8.926622e+00	1.048901e+02	GPX1;CREB1;TTR;ATP1A3;ADCY8;ADCY7;ATF4;ADCY5
KEGG_2021_Human	Parkinson disease	14/249	8.228202e-06	2.920432e-05	0	0	4.518851e+00	5.290645e+01	MAOB;MAOA;DUSP1;CAMK2A;SLC6A3;ADCY5;MAPK8;TH;DRD1;DRD2;CALM2;SLC18A1;SLC18A2;ATF4
KEGG_2021_Human	Pancreatic cancer	8/76	8.712970e-06	3.049539e-05	0	0	8.794900e+00	1.024667e+02	MAPK8;TGFB1;CDKN2A;STAT3;AKT1;RAC1;MAPK3;VEGFA
KEGG_2021_Human	Regulation of lipolysis in adipocytes	7/55	9.036554e-06	3.119468e-05	0	0	1.087176e+01	1.262672e+02	NPY;AKT1;ADRB1;ADCY8;PTGS2;ADCY7;ADCY5
KEGG_2021_Human	Longevity regulating pathway	9/102	1.028996e-05	3.504150e-05	0	0	7.252893e+00	8.329471e+01	CREB1;AKT1;IGF1;ADCY8;SOD2;ADCY7;ATF4;ADCY5;SOD1
KEGG_2021_Human	Amyotrophic lateral sclerosis	17/364	1.059790e-05	3.560895e-05	0	0	3.738388e+00	4.282269e+01	GRIA1;GPX1;NOS2;SLC1A2;NRG1;TNFRSF1B;GRIN2B;TNF;HDAC6;TNFRSF1A;SOD1;GRIN2A;PPP3CC;BCL2;NEFM;RAC1;ATF4
KEGG_2021_Human	FoxO signaling pathway	10/131	1.208580e-05	4.007395e-05	0	0	6.208796e+00	7.030518e+01	IL6;MAPK8;TGFB1;HOMER1;STAT3;AKT1;IGF1;SOD2;GRM1;MAPK3
KEGG_2021_Human	VEGF signaling pathway	7/59	1.450682e-05	4.747688e-05	0	0	1.003344e+01	1.117814e+02	PPP3CC;NOS3;AKT1;RAC1;PTGS2;MAPK3;VEGFA
KEGG_2021_Human	Th17 cell differentiation	9/107	1.518777e-05	4.906817e-05	0	0	6.881095e+00	7.634589e+01	IL6;MAPK8;TGFB1;PPP3CC;IL1B;STAT3;RORA;IL6R;MAPK3
KEGG_2021_Human	Long-term depression	7/60	1.623459e-05	5.178628e-05	0	0	9.843625e+00	1.085591e+02	GRIA1;CRH;IGF1;GRM1;CRHR1;GRIA3;MAPK3
KEGG_2021_Human	Yersinia infection	10/137	1.789674e-05	5.637474e-05	0	0	5.913657e+00	6.464155e+01	GSK3B;IL6;MAPK8;CXCL8;IL1B;IL18;AKT1;RAC1;TNF;MAPK3
KEGG_2021_Human	Toxoplasmosis	9/112	2.194563e-05	6.827528e-05	0	0	6.545394e+00	7.021207e+01	MAPK8;TGFB1;NOS2;STAT3;BCL2;AKT1;TNF;TNFRSF1A;MAPK3
KEGG_2021_Human	Proteoglycans in cancer	12/205	2.456437e-05	7.549050e-05	0	0	4.689859e+00	4.977917e+01	TGFB1;STAT3;CAMK2A;AKT1;IGF1;RAC1;HPSE;TNF;ESR1;VEGFA;FGFR1;MAPK3
KEGG_2021_Human	Hypertrophic cardiomyopathy	8/90	3.042376e-05	9.237094e-05	0	0	7.288139e+00	7.579873e+01	IL6;ACE;TGFB1;ATP2A2;CACNA1C;IGF1;TNF;AGT
KEGG_2021_Human	Breast cancer	10/147	3.292401e-05	9.877202e-05	0	0	5.479207e+00	5.655258e+01	FGF17;NOTCH3;GSK3B;FGF20;AKT1;IGF1;BRCA1;ESR1;FGFR1;MAPK3
KEGG_2021_Human	Phospholipase D signaling pathway	10/148	3.489464e-05	1.034523e-04	0	0	5.439225e+00	5.582373e+01	CXCL8;GRM7;DGKB;AKT1;ADCY8;ADCY7;GRM1;AGT;ADCY5;MAPK3
KEGG_2021_Human	Salmonella infection	13/249	3.762264e-05	1.102431e-04	0	0	4.161887e+00	4.240091e+01	CXCL8;IL18;M6PR;TNF;TNFRSF1A;IL6;MAPK8;IL1B;BCL2;AKT1;RAC1;S100A10;MAPK3
KEGG_2021_Human	Rheumatoid arthritis	8/93	3.859879e-05	1.118034e-04	0	0	7.029837e+00	7.143924e+01	IL1A;IL6;CXCL8;TGFB1;IL1B;IL18;TNF;VEGFA
KEGG_2021_Human	Thyroid hormone signaling pathway	9/121	4.059204e-05	1.162408e-04	0	0	6.016664e+00	6.084014e+01	MED12;SLCO1C1;NOTCH3;GSK3B;AKT1;ATP2A2;ATP1A3;ESR1;MAPK3
KEGG_2021_Human	IL-17 signaling pathway	8/94	4.170096e-05	1.180746e-04	0	0	6.947741e+00	7.006787e+01	GSK3B;MAPK8;IL6;CXCL8;IL1B;PTGS2;TNF;MAPK3
KEGG_2021_Human	Prolactin signaling pathway	7/70	4.490969e-05	1.257471e-04	0	0	8.276936e+00	8.285922e+01	GSK3B;MAPK8;TH;STAT3;AKT1;ESR1;MAPK3
KEGG_2021_Human	Melanoma	7/72	5.393167e-05	1.493492e-04	0	0	8.021445e+00	7.883310e+01	FGF17;CDKN2A;FGF20;AKT1;IGF1;MAPK3;FGFR1
KEGG_2021_Human	Cellular senescence	10/156	5.462340e-05	1.496206e-04	0	0	5.139086e+00	5.044037e+01	IL1A;IL6;MRE11;TGFB1;CXCL8;PPP3CC;CDKN2A;AKT1;CALM2;MAPK3
KEGG_2021_Human	Malaria	6/50	5.643021e-05	1.529077e-04	0	0	1.012950e+01	9.909192e+01	IL6;CXCL8;TGFB1;IL1B;IL18;TNF
KEGG_2021_Human	Chemokine signaling pathway	11/192	6.498964e-05	1.742275e-04	0	0	4.569231e+00	4.405325e+01	GSK3B;CXCL8;STAT3;AKT1;GNB3;ARRB2;RAC1;ADCY8;ADCY7;ADCY5;MAPK3
KEGG_2021_Human	Oocyte meiosis	9/129	6.703245e-05	1.778124e-04	0	0	5.613263e+00	5.394533e+01	AR;PPP3CC;CAMK2A;IGF1;ADCY8;CALM2;ADCY7;ADCY5;MAPK3
KEGG_2021_Human	JAK-STAT signaling pathway	10/162	7.504600e-05	1.969957e-04	0	0	4.934715e+00	4.686701e+01	GH1;CNTF;IL6;LEP;STAT3;LIF;BCL2;AKT1;IL6R;GFAP
