Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	ion channel activity (GO:0005216)	7/84	1.444629e-04	1.496223e-03	0	0	6.767218e+00	5.983904e+01	GRIA1;GRIN2A;GRID1;CHRNA4;GRIK3;GRIN2B;GRIA3
GO_Molecular_Function_2021	3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)	4/21	1.645325e-04	1.590480e-03	0	0	1.737123e+01	1.513451e+02	PDE1B;PDE4D;PDE4B;PDE4A
GO_Molecular_Function_2021	neuropeptide binding (GO:0042923)	4/21	1.645325e-04	1.590480e-03	0	0	1.737123e+01	1.513451e+02	MC4R;OPRK1;OPRM1;MCHR1
GO_Molecular_Function_2021	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099529)	4/21	1.645325e-04	1.590480e-03	0	0	1.737123e+01	1.513451e+02	GABRA6;GRID1;GABRA3;GRIK3
GO_Molecular_Function_2021	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity (GO:0001640)	3/9	1.945549e-04	1.800667e-03	0	0	3.679664e+01	3.144198e+02	GRM7;GRIK3;GRM1
GO_Molecular_Function_2021	G protein-coupled glutamate receptor activity (GO:0098988)	3/9	1.945549e-04	1.800667e-03	0	0	3.679664e+01	3.144198e+02	GRM7;GRIK3;GRM1
GO_Molecular_Function_2021	protease binding (GO:0002020)	8/118	2.073278e-04	1.878908e-03	0	0	5.425233e+00	4.601254e+01	DPP4;PRNP;GSK3B;NTRK2;TWNK;BCL2;A2M;TNF
GO_Molecular_Function_2021	cyclic nucleotide binding (GO:0030551)	4/23	2.382964e-04	2.073179e-03	0	0	1.554110e+01	1.296438e+02	PDE4D;PDE4B;PDE4A;HCN1
GO_Molecular_Function_2021	cyclic-nucleotide phosphodiesterase activity (GO:0004112)	4/23	2.382964e-04	2.073179e-03	0	0	1.554110e+01	1.296438e+02	PDE1B;PDE4D;PDE4B;PDE4A
GO_Molecular_Function_2021	MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017)	3/10	2.751533e-04	2.301764e-03	0	0	3.153838e+01	2.585574e+02	DUSP4;DUSP1;DUSP6
GO_Molecular_Function_2021	protein tyrosine/threonine phosphatase activity (GO:0008330)	3/10	2.751533e-04	2.301764e-03	0	0	3.153838e+01	2.585574e+02	DUSP4;DUSP1;DUSP6
GO_Molecular_Function_2021	sequence-specific double-stranded DNA binding (GO:1990837)	22/712	2.968077e-04	2.436063e-03	0	0	2.437914e+00	1.980178e+01	HDAC5;EGR3;STAT3;NR1D1;BRCA1;NR3C1;TNF;ESR1;TBX19;NPAS2;NR3C2;PER2;AR;PER3;CREB1;FEV;CRY2;CLOCK;ATF3;GABPA;ATF4;PITX3
GO_Molecular_Function_2021	amino acid:sodium symporter activity (GO:0005283)	3/11	3.745510e-04	3.017216e-03	0	0	2.759468e+01	2.177161e+02	SLC1A1;SLC1A2;SLC6A1
GO_Molecular_Function_2021	protein homodimerization activity (GO:0042803)	20/636	4.476086e-04	3.540177e-03	0	0	2.472319e+00	1.906551e+01	NTRK2;GSTM1;NOS2;STAT3;ASMT;CAMK2A;ADCY8;S100B;ADRA2A;VEGFA;HSD11B1;DPP4;IMPA2;BCL2;AKT1;IL6R;ATF3;FGFR2;S100A10;FGFR1
GO_Molecular_Function_2021	ATPase binding (GO:0051117)	6/73	4.662538e-04	3.621793e-03	0	0	6.644438e+00	5.096803e+01	AR;ATXN3;WFS1;PDE4D;PSEN1;ESR1
GO_Molecular_Function_2021	death receptor activity (GO:0005035)	3/12	4.944083e-04	3.708062e-03	0	0	2.452736e+01	1.867059e+02	NGFR;TNFRSF1B;TNFRSF1A
GO_Molecular_Function_2021	MAP kinase phosphatase activity (GO:0033549)	3/12	4.944083e-04	3.708062e-03	0	0	2.452736e+01	1.867059e+02	DUSP4;DUSP1;DUSP6
GO_Molecular_Function_2021	DNA-binding transcription factor binding (GO:0140297)	10/208	5.662078e-04	4.174583e-03	0	0	3.779365e+00	2.825661e+01	AR;GSK3B;HDAC5;TLE1;CREB1;STAT3;BCL2;HDAC9;GABPA;ATF4
GO_Molecular_Function_2021	mitogen-activated protein kinase binding (GO:0051019)	4/29	5.996295e-04	4.347314e-03	0	0	1.180764e+01	8.760323e+01	DUSP4;ACE;DUSP1;DUSP6
GO_Molecular_Function_2021	GABA-gated chloride ion channel activity (GO:0022851)	3/13	6.363089e-04	4.537613e-03	0	0	2.207351e+01	1.624572e+02	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2021	amino acid binding (GO:0016597)	4/32	8.793951e-04	6.081575e-03	0	0	1.054093e+01	7.416890e+01	GRM7;NOS2;NOS3;GRIN2B
GO_Molecular_Function_2021	flavin adenine dinucleotide binding (GO:0050660)	5/55	8.807799e-04	6.081575e-03	0	0	7.398120e+00	5.204358e+01	NOS2;NOS3;CRY2;CRY1;MTHFR
GO_Molecular_Function_2021	adenyl ribonucleotide binding (GO:0032559)	12/306	1.007777e-03	6.849732e-03	0	0	3.062800e+00	2.113335e+01	P2RX7;PRKCI;ABCB1;OAS2;PDE4D;PDE4B;AKT1;ATP1A3;PDE4A;SYN1;APRT;HCN1
GO_Molecular_Function_2021	Hsp90 protein binding (GO:0051879)	4/35	1.240354e-03	8.300830e-03	0	0	9.519391e+00	6.370718e+01	STIP1;NR3C1;HDAC6;NPAS2
GO_Molecular_Function_2021	glutamate receptor binding (GO:0035254)	3/17	1.453432e-03	9.579435e-03	0	0	1.576359e+01	1.029966e+02	HOMER1;DLG4;CAMK2A
GO_Molecular_Function_2021	heme binding (GO:0020037)	6/91	1.491388e-03	9.682895e-03	0	0	5.232586e+00	3.405392e+01	NOS2;CYP2D6;NOS3;NR1D1;CYP2C19;PTGS2
GO_Molecular_Function_2021	protein kinase binding (GO:0019901)	16/506	1.557821e-03	9.965469e-03	0	0	2.463577e+00	1.592572e+01	DUSP4;GSK3B;HDAC5;ACE;DUSP1;CDKN2A;STAT3;NR3C1;ESR1;HDAC9;DUSP6;SYN1;ADRA2A;RAC1;CALM2;ATF4
GO_Molecular_Function_2021	ligand-gated anion channel activity (GO:0099095)	3/18	1.726748e-03	1.046695e-02	0	0	1.471194e+01	9.359024e+01	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2021	RNA polymerase II general transcription initiation factor binding (GO:0001091)	2/5	1.780585e-03	1.046695e-02	0	0	4.888724e+01	3.094960e+02	AR;ESR1
GO_Molecular_Function_2021	serotonin-gated cation-selective channel activity (GO:0022850)	2/5	1.780585e-03	1.046695e-02	0	0	4.888724e+01	3.094960e+02	HTR3A;HTR3B
GO_Molecular_Function_2021	fibroblast growth factor-activated receptor activity (GO:0005007)	2/5	1.780585e-03	1.046695e-02	0	0	4.888724e+01	3.094960e+02	FGFR2;FGFR1
GO_Molecular_Function_2021	glutamate-gated calcium ion channel activity (GO:0022849)	2/5	1.780585e-03	1.046695e-02	0	0	4.888724e+01	3.094960e+02	GRIN2A;GRIN2B
GO_Molecular_Function_2021	neuroligin family protein binding (GO:0097109)	2/5	1.780585e-03	1.046695e-02	0	0	4.888724e+01	3.094960e+02	DLG4;NRXN1
GO_Molecular_Function_2021	GABA-A receptor activity (GO:0004890)	3/19	2.030104e-03	1.161968e-02	0	0	1.379174e+01	8.550424e+01	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2021	histone deacetylase activity (GO:0004407)	3/19	2.030104e-03	1.161968e-02	0	0	1.379174e+01	8.550424e+01	HDAC5;HDAC9;HDAC6
GO_Molecular_Function_2021	carboxylic acid binding (GO:0031406)	4/41	2.251365e-03	1.271875e-02	0	0	7.973277e+00	4.860684e+01	GRM7;NOS2;NOS3;GRIN2B
GO_Molecular_Function_2021	transcription coactivator binding (GO:0001223)	3/20	2.364603e-03	1.318721e-02	0	0	1.297981e+01	7.849078e+01	AR;RORA;ESR1
GO_Molecular_Function_2021	epinephrine binding (GO:0051379)	2/6	2.647011e-03	1.439312e-02	0	0	3.666357e+01	2.175735e+02	ADRA2A;DRD4
GO_Molecular_Function_2021	G protein-coupled opioid receptor activity (GO:0004985)	2/6	2.647011e-03	1.439312e-02	0	0	3.666357e+01	2.175735e+02	OPRK1;OPRM1
GO_Molecular_Function_2021	excitatory extracellular ligand-gated ion channel activity (GO:0005231)	3/21	2.731283e-03	1.448912e-02	0	0	1.225808e+01	7.235927e+01	P2RX7;CHRNA2;CHRNA4
GO_Molecular_Function_2021	hormone receptor binding (GO:0051427)	3/21	2.731283e-03	1.448912e-02	0	0	1.225808e+01	7.235927e+01	ADCYAP1;GH1;LEP
GO_Molecular_Function_2021	syntaxin-1 binding (GO:0017075)	3/22	3.131125e-03	1.602399e-02	0	0	1.161233e+01	6.696093e+01	SNAP25;CPLX2;CPLX1
GO_Molecular_Function_2021	GABA receptor activity (GO:0016917)	3/22	3.131125e-03	1.602399e-02	0	0	1.161233e+01	6.696093e+01	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2021	protein tyrosine/serine/threonine phosphatase activity (GO:0008138)	3/22	3.131125e-03	1.602399e-02	0	0	1.161233e+01	6.696093e+01	DUSP4;DUSP1;DUSP6
GO_Molecular_Function_2021	copper ion binding (GO:0005507)	4/45	3.175349e-03	1.606136e-02	0	0	7.193934e+00	4.138194e+01	PRNP;IL1A;DBH;SOD1
GO_Molecular_Function_2021	RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	8/190	4.479284e-03	2.239642e-02	0	0	3.266954e+00	1.766864e+01	AR;GSK3B;HDAC5;CREB1;CDKN2A;STAT3;CRY1;ATF4
GO_Molecular_Function_2021	FAD binding (GO:0071949)	3/25	4.538568e-03	2.243497e-02	0	0	1.002731e+01	5.409876e+01	CRY2;CRY1;MTHFR
GO_Molecular_Function_2021	endopeptidase inhibitor activity (GO:0004866)	6/115	4.814379e-03	2.245949e-02	0	0	4.075472e+00	2.174732e+01	APP;PRNP;A2M;SERPINA6;NGF;AGT
GO_Molecular_Function_2021	acetylcholine receptor binding (GO:0033130)	2/8	4.853315e-03	2.245949e-02	0	0	2.443990e+01	1.302181e+02	DLG4;NRXN1
GO_Molecular_Function_2021	arginine binding (GO:0034618)	2/8	4.853315e-03	2.245949e-02	0	0	2.443990e+01	1.302181e+02	NOS2;NOS3
GO_Molecular_Function_2021	G protein-coupled glutamate receptor binding (GO:0035256)	2/8	4.853315e-03	2.245949e-02	0	0	2.443990e+01	1.302181e+02	PRNP;HOMER1
GO_Molecular_Function_2021	neurotrophin binding (GO:0043121)	2/8	4.853315e-03	2.245949e-02	0	0	2.443990e+01	1.302181e+02	NGFR;NTRK2
GO_Molecular_Function_2021	NMDA glutamate receptor activity (GO:0004972)	2/8	4.853315e-03	2.245949e-02	0	0	2.443990e+01	1.302181e+02	GRIN2A;GRIN2B
GO_Molecular_Function_2021	exopeptidase activity (GO:0008238)	4/53	5.736403e-03	2.626669e-02	0	0	6.016969e+00	3.105311e+01	DPP4;FOLH1;ACE;LTA4H
GO_Molecular_Function_2021	tumor necrosis factor-activated receptor activity (GO:0005031)	2/9	6.184395e-03	2.802304e-02	0	0	2.094742e+01	1.065329e+02	TNFRSF1B;TNFRSF1A
GO_Molecular_Function_2021	adenylate cyclase binding (GO:0008179)	2/10	7.661711e-03	3.366509e-02	0	0	1.832807e+01	8.928554e+01	CALM2;ADCY5
GO_Molecular_Function_2021	benzodiazepine receptor activity (GO:0008503)	2/10	7.661711e-03	3.366509e-02	0	0	1.832807e+01	8.928554e+01	GABRA6;GABRA3
GO_Molecular_Function_2021	O-methyltransferase activity (GO:0008171)	2/10	7.661711e-03	3.366509e-02	0	0	1.832807e+01	8.928554e+01	ASMT;COMT
GO_Molecular_Function_2021	transcription cis-regulatory region binding (GO:0000976)	15/549	8.201662e-03	3.567723e-02	0	0	2.106193e+00	1.011693e+01	HDAC5;STAT3;RORA;NR1D1;BRCA1;NR3C1;TNF;PER2;AR;PER3;DEAF1;CRY2;ATF3;GABPA;ATF4
GO_Molecular_Function_2021	serine-type endopeptidase inhibitor activity (GO:0004867)	4/60	8.876171e-03	3.748674e-02	0	0	5.262975e+00	2.486432e+01	APP;SERPINA6;A2M;AGT
GO_Molecular_Function_2021	transmembrane receptor protein kinase activity (GO:0019199)	4/60	8.876171e-03	3.748674e-02	0	0	5.262975e+00	2.486432e+01	ALK;NTRK2;FGFR2;FGFR1
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activity (GO:0004714)	4/60	8.876171e-03	3.748674e-02	0	0	5.262975e+00	2.486432e+01	ALK;NTRK2;FGFR2;FGFR1
GO_Molecular_Function_2021	acetylcholine-gated cation-selective channel activity (GO:0022848)	2/11	9.281086e-03	3.773152e-02	0	0	1.629079e+01	7.623726e+01	CHRNA2;CHRNA4
GO_Molecular_Function_2021	thioesterase binding (GO:0031996)	2/11	9.281086e-03	3.773152e-02	0	0	1.629079e+01	7.623726e+01	RAC1;ADRA2A
GO_Molecular_Function_2021	extracellular ligand-gated ion channel activity (GO:0005230)	2/11	9.281086e-03	3.773152e-02	0	0	1.629079e+01	7.623726e+01	GABRA6;GABRA3
GO_Molecular_Function_2021	FMN binding (GO:0010181)	2/11	9.281086e-03	3.773152e-02	0	0	1.629079e+01	7.623726e+01	NOS2;NOS3
GO_Molecular_Function_2021	voltage-gated cation channel activity (GO:0022843)	5/97	1.032110e-02	4.155519e-02	0	0	4.012136e+00	1.834976e+01	GRIN2A;CACNA1C;OPRM1;GRIN2B;HCN1
GO_Molecular_Function_2021	PDZ domain binding (GO:0030165)	4/63	1.050737e-02	4.155519e-02	0	0	4.994604e+00	2.275381e+01	GRIA1;DLG4;ADRB1;PSEN1
GO_Molecular_Function_2021	kinase binding (GO:0019900)	13/461	1.050821e-02	4.155519e-02	0	0	2.168579e+00	9.879174e+00	GSK3B;CDKN2A;WWC1;STAT3;HTT;NR3C1;ESR1;SYN1;ADRA2A;DLG4;RAC1;CALM2;ATF4
GO_Molecular_Function_2021	aspartic-type peptidase activity (GO:0070001)	2/12	1.103843e-02	4.287246e-02	0	0	1.466097e+01	6.606778e+01	REN;PSEN1
GO_Molecular_Function_2021	dynactin binding (GO:0034452)	2/12	1.103843e-02	4.287246e-02	0	0	1.466097e+01	6.606778e+01	GSK3B;HTT
GO_Molecular_Function_2021	NADP binding (GO:0050661)	3/36	1.263259e-02	4.862990e-02	0	0	6.681140e+00	2.920643e+01	HSD11B1;NOS2;NOS3
GO_Molecular_Function_2021	calcium channel regulator activity (GO:0005246)	3/37	1.361208e-02	5.194085e-02	0	0	6.484306e+00	2.786175e+01	NRXN1;NPY;CALM2
GO_Molecular_Function_2021	inhibitory extracellular ligand-gated ion channel activity (GO:0005237)	2/14	1.495106e-02	5.511620e-02	0	0	1.221623e+01	5.134450e+01	GABRA6;GABRA3
GO_Molecular_Function_2021	L-glutamate transmembrane transporter activity (GO:0005313)	2/14	1.495106e-02	5.511620e-02	0	0	1.221623e+01	5.134450e+01	SLC1A1;SLC1A2
GO_Molecular_Function_2021	MAP kinase activity (GO:0004707)	2/14	1.495106e-02	5.511620e-02	0	0	1.221623e+01	5.134450e+01	MAPK8;MAPK3
GO_Molecular_Function_2021	peptide hormone receptor binding (GO:0051428)	2/14	1.495106e-02	5.511620e-02	0	0	1.221623e+01	5.134450e+01	ADCYAP1;LEP
GO_Molecular_Function_2021	double-stranded DNA binding (GO:0003690)	16/651	1.637289e-02	5.985046e-02	0	0	1.886701e+00	7.758356e+00	EGR3;MRE11;NR1D1;NR3C1;ESR1;TBX19;NPAS2;NR3C2;CREB1;FEV;CRY1;CLOCK;ATF3;GABPA;ATF4;PITX3
GO_Molecular_Function_2021	tau protein binding (GO:0048156)	3/40	1.680377e-02	6.047061e-02	0	0	5.957644e+00	2.434384e+01	GSK3B;S100B;HDAC6
GO_Molecular_Function_2021	acidic amino acid transmembrane transporter activity (GO:0015172)	2/15	1.709859e-02	6.047061e-02	0	0	1.127595e+01	4.587913e+01	SLC1A1;SLC1A2
GO_Molecular_Function_2021	aspartic-type endopeptidase activity (GO:0004190)	2/15	1.709859e-02	6.047061e-02	0	0	1.127595e+01	4.587913e+01	REN;PSEN1
GO_Molecular_Function_2021	death receptor binding (GO:0005123)	2/15	1.709859e-02	6.047061e-02	0	0	1.127595e+01	4.587913e+01	BDNF;NGF
GO_Molecular_Function_2021	transition metal ion binding (GO:0046914)	12/445	1.875329e-02	6.578776e-02	0	0	2.064719e+00	8.210118e+00	IL1A;PRNP;GRIN2A;ACE;NOS3;GLO1;LTA4H;DBH;S100B;SOD2;GRIN2B;SOD1
GO_Molecular_Function_2021	phosphatase binding (GO:0019902)	5/114	1.957048e-02	6.810528e-02	0	0	3.383459e+00	1.330962e+01	DLG4;CRY2;STAT3;CRY1;MAPK3
GO_Molecular_Function_2021	channel activity (GO:0015267)	3/46	2.433866e-02	8.402634e-02	0	0	5.124783e+00	1.904210e+01	CHRNB3;BCL2;AQP4
GO_Molecular_Function_2021	ligand-gated calcium channel activity (GO:0099604)	2/19	2.687644e-02	9.205711e-02	0	0	8.621037e+00	3.117802e+01	GRIN2A;GRIN2B
GO_Molecular_Function_2021	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen (GO:0016712)	2/20	2.959999e-02	1.005937e-01	0	0	8.141677e+00	2.865855e+01	CYP2D6;CYP2C19
GO_Molecular_Function_2021	sequence-specific DNA binding (GO:0043565)	16/707	3.199660e-02	1.076817e-01	0	0	1.728714e+00	5.950450e+00	EGR3;RORA;NR1D1;NR3C1;ESR1;TBX19;NPAS2;NR3C2;CREB1;FEV;BCL2;CLOCK;ATF3;GABPA;ATF4;PITX3
