Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of NMDA receptor activity (GO:2000310)	11/32	2.314025e-13	5.938629e-11	0	0	3.970476e+01	1.155195e+03	GRIA1;APP;CRHBP;GRIN2A;RELN;DLG4;CAMK2A;CRH;OPRM1;GRIN2B;GRIA3
GO_Biological_Process_2021	negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	18/136	3.934685e-13	9.256346e-11	0	0	1.182414e+01	3.377422e+02	NPSR1;ADRB1;HTR4;ADCY8;ADCY7;CRHR1;CRHR2;ADCY5;MC4R;NPS;POMC;ADCYAP1;IL6;HTR7;MC1R;CREB1;CRH;DRD1
GO_Biological_Process_2021	regulation of inflammatory response to antigenic stimulus (GO:0002861)	18/137	4.475456e-13	9.718624e-11	0	0	1.172418e+01	3.333771e+02	NPSR1;ADRB1;HTR4;ADCY8;ADCY7;CRHR1;CRHR2;ADCY5;MC4R;NPS;POMC;ADCYAP1;IL6;HTR7;MC1R;CREB1;CRH;DRD1
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	31/482	6.983334e-13	1.408139e-10	0	0	5.521231e+00	1.545397e+02	GSK3B;CNTF;CXCL8;PDE1B;MAOA;AQP4;RORA;BRCA1;PTGS2;TNF;CRHBP;MAPK8;AKT1;IL6R;TGFB1;NOS2;DUSP1;STAT3;LIF;IL18;NR1D1;OPRM1;TNFRSF1B;VEGFA;TNFRSF1A;POMC;IL1A;SFRP1;IL6;IL1B;BCL2
GO_Biological_Process_2021	dopamine metabolic process (GO:0042417)	9/19	1.106186e-12	1.952203e-10	0	0	6.773702e+01	1.864807e+03	MAOB;TH;MAOA;DBH;DRD1;COMT;DRD2;DRD3;DRD4
GO_Biological_Process_2021	adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	19/165	1.106456e-12	1.952203e-10	0	0	1.011299e+01	2.784091e+02	CHRM2;HTR1D;HTR1B;OPRK1;ADCY8;MCHR1;ADCY7;CRHR1;ADRA2A;CRHR2;ADCY5;MC4R;ADCYAP1;MC1R;CNR2;RGS1;GALR2;CNR1;DRD1
GO_Biological_Process_2021	neuropeptide signaling pathway (GO:0007218)	13/63	2.228055e-12	3.699882e-10	0	0	1.983155e+01	5.320784e+02	OPRK1;OPRM1;PDYN;NTS;MCHR1;HCRTR1;ADCYAP1;PYY;GAL;GALR2;NPY;PENK;PNOC
GO_Biological_Process_2021	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	17/134	3.622017e-12	5.680530e-10	0	0	1.121892e+01	2.955512e+02	PRNP;CNTF;ACE;TGFB1;STAT3;LIF;IL18;IGF1;TNF;AGT;TNFRSF1A;VEGFA;GH1;IL6;RELN;DLG4;IL6R
GO_Biological_Process_2021	negative regulation of neuron death (GO:1901215)	15/98	4.326927e-12	6.428903e-10	0	0	1.386907e+01	3.629004e+02	GSK3B;NTRK2;CNTF;PRKCI;GRN;BDNF;WFS1;NGF;TNFRSF1B;SOD2;SOD1;FGF20;BCL2;AKT1;ATF4
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	26/371	8.287336e-12	1.169758e-09	0	0	5.962544e+00	1.521420e+02	APP;MRE11;TNF;HDAC6;RELN;FGF20;AKT1;RAC1;IL6R;MAPK3;PRNP;NTRK2;TGFB1;BDNF;LIF;IGF1;NGF;AGT;VEGFA;FGF17;GH1;ADCYAP1;IL6;LEP;IL1B;CALM2
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	29/474	1.371652e-11	1.771321e-09	0	0	5.193017e+00	1.298899e+02	CNTF;GRN;TNF;DPP4;FGF20;AKT1;IL6R;NTRK2;PRKCI;TGFB1;LIF;IL18;HTR1A;NRG1;IGF1;S100B;AGT;ADRA2A;VEGFA;FGF17;AR;SFRP1;IL6;IL1B;BCL2;CDH13;HPSE;FGFR2;FGFR1
GO_Biological_Process_2021	regulation of protein secretion (GO:0050708)	16/125	1.380413e-11	1.771321e-09	0	0	1.129412e+01	2.824213e+02	SNAP25;TGFB1;NOS2;CACNA1C;IGF1;TNF;ADRA2A;DPP4;PER2;IL1A;IL6;IL1B;DRD2;CLOCK;DRD3;DRD4
GO_Biological_Process_2021	regulation of cation channel activity (GO:2001257)	14/89	1.549543e-11	1.838153e-09	0	0	1.427528e+01	3.553185e+02	GRIA1;APP;HOMER1;PDE4D;CAMK2A;OPRM1;GRIN2B;CRHBP;GRIN2A;RELN;DLG4;CRH;CALM2;GRIA3
GO_Biological_Process_2021	neurotransmitter transport (GO:0006836)	13/73	1.627837e-11	1.838153e-09	0	0	1.651789e+01	4.103240e+02	SNAP25;NRXN1;GAD1;CHAT;SLC1A1;SLC1A2;SLC6A2;CPLX1;SLC6A3;SYN1;SLC6A4;GLUL;SLC18A2
GO_Biological_Process_2021	positive regulation of synaptic transmission (GO:0050806)	13/73	1.627837e-11	1.838153e-09	0	0	1.651789e+01	4.103240e+02	LGI1;APP;NRXN1;DTNBP1;ADCY8;TNF;GRIN2B;CRHR2;NPS;GRIN2A;RELN;DLG4;DRD1
GO_Biological_Process_2021	regulation of synaptic transmission, glutamatergic (GO:0051966)	11/46	2.023381e-11	2.196924e-09	0	0	2.380593e+01	5.861894e+02	NPS;RELN;GRM7;HOMER1;NRXN1;GRIK3;DRD1;DRD2;TNF;DRD3;GRM1
GO_Biological_Process_2021	positive regulation of vascular endothelial growth factor production (GO:0010575)	9/25	2.278589e-11	2.265320e-09	0	0	4.232276e+01	1.037114e+03	IL1A;IL6;TGFB1;IL1B;RORA;BRCA1;HPSE;PTGS2;ATF4
GO_Biological_Process_2021	response to organic cyclic compound (GO:0014070)	12/60	2.357921e-11	2.265320e-09	0	0	1.899710e+01	4.648716e+02	GH1;SFRP1;TGFB1;IL1B;SLC1A1;STAT3;IL18;DRD2;TNF;DRD3;ESR1;DRD4
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	29/485	2.386993e-11	2.265320e-09	0	0	5.064856e+00	1.238783e+02	GSK3B;CNTF;GRN;MRE11;GLO1;PSEN1;TNF;MAPK8;BAG1;FGF20;AKT1;MAP2K5;MAPK3;NGFR;NTRK2;PRKCI;EGR3;TLE1;GPX1;WFS1;BDNF;IGF1;NGF;SOD2;VEGFA;SOD1;SFRP1;IL6;BCL2
GO_Biological_Process_2021	regulation of postsynaptic membrane potential (GO:0060078)	10/35	2.407354e-11	2.265320e-09	0	0	3.019770e+01	7.383310e+02	GSK3B;GRIN2A;GABRA6;CHRNA4;GABRA3;AKT1;ARRB2;DRD2;GRIN2B;DRD4
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	21/253	4.006334e-11	3.538064e-09	0	0	7.059259e+00	1.690026e+02	ALK;APP;NTRK2;MRE11;TGFB1;IGF1;PSEN1;TNF;VEGFA;FGF17;P2RX7;AR;IL1B;LEP;FGF20;AKT1;RAC1;DRD4;FGFR2;FGFR1;MAPK3
GO_Biological_Process_2021	negative regulation of immune response (GO:0050777)	18/178	4.010558e-11	3.538064e-09	0	0	8.701630e+00	2.083127e+02	NPSR1;ADRB1;HTR4;ADCY8;ADCY7;CRHR1;CRHR2;ADCY5;MC4R;NPS;POMC;ADCYAP1;IL6;HTR7;MC1R;CREB1;CRH;DRD1
GO_Biological_Process_2021	regulation of vascular endothelial growth factor production (GO:0010574)	9/27	5.105011e-11	4.258126e-09	0	0	3.761641e+01	8.914418e+02	IL1A;IL6;TGFB1;IL1B;RORA;BRCA1;HPSE;PTGS2;ATF4
GO_Biological_Process_2021	inflammatory response (GO:0006954)	20/230	5.128455e-11	4.258126e-09	0	0	7.406185e+00	1.754794e+02	HDAC5;TGFB1;CXCL8;NOS2;STAT3;IL18;HP;TACR1;ADCY8;TNF;HDAC9;TNFRSF1A;CRHBP;IL1A;IL6;IL1B;CRH;RAC1;TAC1;CMKLR1
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	13/80	5.465651e-11	4.408438e-09	0	0	1.478688e+01	3.494133e+02	GSK3B;GPX1;NOS3;HTT;BRCA1;IGF1;TNF;AR;IL1A;IL1B;BCL2;AKT1;MAP2K5
GO_Biological_Process_2021	regulation of neuron apoptotic process (GO:0043523)	14/98	5.942453e-11	4.659874e-09	0	0	1.273995e+01	2.999788e+02	PRNP;NTRK2;CNTF;PRKCI;GRN;BDNF;WFS1;NGF;SOD2;TNF;SOD1;FGF20;BCL2;ATF4
GO_Biological_Process_2021	regulation of neuroinflammatory response (GO:0150077)	8/19	6.807257e-11	5.193753e-09	0	0	5.452610e+01	1.276480e+03	IL6;IL1B;IL18;IGF1;NR1D1;PTGS2;TNFRSF1B;TNF
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	36/764	7.400657e-11	5.497909e-09	0	0	3.998340e+00	9.326875e+01	ALK;APP;CNTF;CXCL8;DPP4;FGF20;AKT1;DRD2;IL6R;NTRK2;TGFB1;CDKN2A;NOS3;STAT3;LIF;HTR1A;NRG1;IGF1;OPRM1;S100B;NGF;SOD2;AGT;ADRA2A;VEGFA;FGF17;AR;IL1A;SFRP1;IL6;IL1B;TIMELESS;BCL2;CDH13;FGFR2;FGFR1
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	30/546	8.456195e-11	6.120984e-09	0	0	4.635000e+00	1.075020e+02	APP;WWC1;TNF;NR3C2;RELN;FGF20;RAC1;NTRK2;TGFB1;LIF;IL18;NRG1;IGF1;S100B;ESR1;AGT;ADRA2A;VEGFA;TNFRSF1A;FGF17;GH1;IL6;MC1R;LEP;IL1B;BCL2;CDH13;HPSE;FGFR2;FGFR1
GO_Biological_Process_2021	regulation of insulin secretion (GO:0050796)	14/104	1.347152e-10	9.507522e-09	0	0	1.188699e+01	2.701657e+02	SNAP25;NOS2;CACNA1C;NR1D1;TRH;TNF;ADRA2A;ADCY5;DPP4;PER2;SFRP1;IL6;IL1B;CLOCK
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	21/274	1.774367e-10	1.221717e-08	0	0	6.466340e+00	1.451849e+02	APP;NTRK2;TGFB1;WWC1;PLA2G2A;LIF;HTR2C;IGF1;OPRM1;HTR2A;ARRB2;TNF;ADRA2A;VEGFA;GH1;ADCYAP1;IL6;LEP;FGFR2;FGFR1;MAPK3
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	23/335	2.102759e-10	1.413354e-08	0	0	5.771699e+00	1.286085e+02	APP;TGFB1;MRE11;NOS2;PDE4D;STAT3;IL18;RORA;BRCA1;PTGS2;TNF;AGT;ADRA2A;SOD1;IL1A;IL6;LEP;IL1B;PDE4B;HPSE;DRD2;IL6R;ATF4
GO_Biological_Process_2021	regulation of neurotransmitter receptor activity (GO:0099601)	11/58	2.991327e-10	1.963841e-08	0	0	1.771702e+01	3.885366e+02	GRIA1;APP;CRHBP;GRIN2A;RELN;DLG4;CAMK2A;CRH;OPRM1;GRIN2B;GRIA3
GO_Biological_Process_2021	regulation of peptide hormone secretion (GO:0090276)	12/74	3.125326e-10	2.005181e-08	0	0	1.469697e+01	3.216625e+02	DPP4;PER2;SNAP25;CRHBP;IL6;NOS2;IL1B;HTR2C;CACNA1C;TNF;CLOCK;ADRA2A
GO_Biological_Process_2021	positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	11/59	3.633100e-10	2.279165e-08	0	0	1.734704e+01	3.770511e+02	GH1;CNTF;IL6;STAT3;IL18;LIF;IGF1;TNF;IL6R;TNFRSF1A;VEGFA
GO_Biological_Process_2021	catecholamine metabolic process (GO:0006584)	7/15	4.551983e-10	2.793532e-08	0	0	6.536316e+01	1.405980e+03	TH;DBH;DRD1;COMT;DRD2;DRD3;DRD4
GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	18/207	4.859714e-10	2.918930e-08	0	0	7.355543e+00	1.577387e+02	NTRK2;TGFB1;IL18;NRG1;ARRB2;TNF;ESR1;FGF17;MC1R;LEP;FGF20;AKT1;RAC1;HPSE;DRD2;DRD3;FGFR2;FGFR1
GO_Biological_Process_2021	adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	14/118	7.466388e-10	4.391169e-08	0	0	1.027948e+01	2.160278e+02	ADRB1;ADCY8;ADCY7;CRHR1;ADRA2A;ADCY5;MC4R;ADCYAP1;MC1R;CNR2;CNR1;DRD1;DRD2;DRD3
GO_Biological_Process_2021	regulation of fat cell differentiation (GO:0045598)	12/80	7.984067e-10	4.599800e-08	0	0	1.339609e+01	2.806268e+02	FTO;SFRP1;IL6;CREB1;TGFB1;LEP;AKT1;GNB3;RORA;NR1D1;TNF;CMKLR1
GO_Biological_Process_2021	chemical synaptic transmission, postsynaptic (GO:0099565)	8/25	9.078777e-10	5.125877e-08	0	0	3.527086e+01	7.343361e+02	GSK3B;GRIN2A;CHRNA4;AKT1;ARRB2;DRD2;GRIN2B;DRD4
GO_Biological_Process_2021	G protein-coupled serotonin receptor signaling pathway (GO:0098664)	6/10	1.175027e-09	6.504118e-08	0	0	1.116509e+02	2.295764e+03	HTR1D;HTR1A;HTR1B;HTR2C;HTR2A;HTR4
GO_Biological_Process_2021	cellular response to lipid (GO:0071396)	18/219	1.209927e-09	6.568505e-08	0	0	6.912159e+00	1.419253e+02	CXCL8;ATP1A3;RORA;NR1D1;ADCY8;NR3C1;TNFRSF1B;ESR1;ADCY5;CRHBP;AR;IL1A;SFRP1;IL6;MAPK8;CREB1;IL1B;PDE4B
GO_Biological_Process_2021	cellular biogenic amine biosynthetic process (GO:0042401)	7/17	1.344171e-09	7.159613e-08	0	0	5.228523e+01	1.068056e+03	TPH2;TPH1;AANAT;TH;ASMT;DBH;SAT1
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	15/147	1.548141e-09	8.093339e-08	0	0	8.698952e+00	1.764688e+02	HTR2C;CACNA1C;TACR1;ADCY8;ESR1;GRM1;ADCY5;P2RX7;ADCYAP1;DLG4;DRD1;DRD2;TAC1;DRD3;CMKLR1
GO_Biological_Process_2021	regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	11/68	1.786941e-09	9.171883e-08	0	0	1.460135e+01	2.941115e+02	GH1;CNTF;IL6;STAT3;IL18;LIF;IGF1;TNF;IL6R;TNFRSF1A;VEGFA
GO_Biological_Process_2021	negative regulation of secretion by cell (GO:1903531)	9/39	2.002579e-09	1.009515e-07	0	0	2.255611e+01	4.517724e+02	GRM7;LIF;HTR1B;TRH;DRD2;TNFRSF1B;DRD3;DRD4;TNFRSF1A
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	30/625	2.101601e-09	1.014146e-07	0	0	4.003068e+00	7.998358e+01	CNTF;GRN;HP;TNF;DPP4;MAPK8;FGF20;AKT1;RAC1;IL6R;LGI1;NTRK2;TGFB1;LIF;HTR1A;NRG1;IGF1;TNFRSF1B;S100B;ADRA2A;VEGFA;FGF17;P2RX7;AR;SFRP1;IL6;IL1B;BCL2;FGFR2;FGFR1
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	22/345	2.103571e-09	1.014146e-07	0	0	5.308317e+00	1.060582e+02	UCN;OXTR;TGFB1;IL18;ADRB1;OXT;DBH;TNF;AGT;ADRA2A;VEGFA;SOD1;PER2;IL1A;GH1;ADCYAP1;IL6;LEP;IL1B;CRH;HCRT;CMKLR1
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	41/1079	2.119539e-09	1.014146e-07	0	0	3.209898e+00	6.410829e+01	APP;GSK3B;HDAC5;CNTF;CXCL8;WWC1;RORA;BRCA1;PSEN1;NR3C1;TNF;HDAC6;MAPK8;FGF20;AKT1;DRD1;GABPA;PITX3;MAPK3;NTRK2;TGFB1;TLE1;GPX1;NOS2;NOS3;STAT3;DTNBP1;IGF1;NGF;ESR1;VEGFA;FGF17;P2RX7;AR;IL1A;SFRP1;IL6;IL1B;GNB3;CLOCK;ATF4
GO_Biological_Process_2021	negative regulation of neuron apoptotic process (GO:0043524)	11/71	2.879383e-09	1.354750e-07	0	0	1.386917e+01	2.727467e+02	NTRK2;CNTF;PRKCI;GRN;BDNF;WFS1;FGF20;BCL2;NGF;SOD2;SOD1
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	12/92	4.163270e-09	1.926707e-07	0	0	1.137973e+01	2.195942e+02	APP;PRNP;GH1;SFRP1;IL6;RELN;TGFB1;LIF;IGF1;IL6R;AGT;VEGFA
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	29/621	7.342242e-09	3.343088e-07	0	0	3.873778e+00	7.255441e+01	CNTF;CXCL8;MAOA;CAMK2A;RORA;PTGS2;TNF;AKT1;NCAM1;IL6R;MAPK3;TGFB1;NOS2;STAT3;LIF;IL18;OPRM1;TNFRSF1B;SOD2;VEGFA;TNFRSF1A;SOD1;POMC;IL1A;IL6;OAS2;LEP;IL1B;BCL2
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	18/246	7.672229e-09	3.384310e-07	0	0	6.085188e+00	1.137058e+02	ALK;APP;HDAC5;PRKCI;STAT3;CAMK2A;IL18;ADCY8;TNF;ESR1;AGT;VEGFA;AR;IL6;RELN;IL1B;AKT1;CLOCK
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	36/908	7.672541e-09	3.384310e-07	0	0	3.312766e+00	6.190108e+01	APP;NOTCH3;HDAC5;WWC1;RORA;BRCA1;NR3C1;TNF;NPAS2;MED12;GALR2;GABPA;MAP2K5;MAPK3;NGFR;TGFB1;STAT3;LIF;IL18;NR1D1;IGF1;ESR1;VEGFA;TNFRSF1A;POMC;AR;ADCYAP1;IL6;MC1R;GAL;CREB1;CDH13;CLOCK;ATF3;FGFR2;ATF4
GO_Biological_Process_2021	synaptic transmission, dopaminergic (GO:0001963)	5/7	9.042008e-09	3.927014e-07	0	0	1.854041e+02	3.433941e+03	CRHBP;TH;CRH;SLC6A2;SLC6A3
GO_Biological_Process_2021	icosanoid secretion (GO:0032309)	6/13	9.278778e-09	3.968787e-07	0	0	6.379084e+01	1.179846e+03	ACE;NOS2;LEP;DRD2;DRD3;DRD4
GO_Biological_Process_2021	cellular response to amyloid-beta (GO:1904646)	8/35	1.756941e-08	7.402751e-07	0	0	2.219631e+01	3.963619e+02	APP;GSK3B;NGFR;PRNP;GRIN2A;ATP1A3;PSEN1;IGF1
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	20/323	1.905533e-08	7.910766e-07	0	0	5.108543e+00	9.080904e+01	CXCL8;RORA;MTR;NR1D1;TNFRSF1B;ESR1;P2RX7;CRHBP;IL1A;SFRP1;IL6;MAPK8;AANAT;CREB1;IL1B;PDE4B;AKT1;DRD1;HCN1;MAPK3
GO_Biological_Process_2021	monoamine transport (GO:0015844)	5/8	2.384526e-08	9.755820e-07	0	0	1.235965e+02	2.169326e+03	SLC18A1;SLC6A2;SLC18A2;SLC6A3;SLC6A4
GO_Biological_Process_2021	response to ethanol (GO:0045471)	6/15	2.645306e-08	1.066814e-06	0	0	4.961006e+01	8.655911e+02	GRIN2A;TH;ADCY7;GRIN2B;DRD3;SOD1
GO_Biological_Process_2021	glutamate receptor signaling pathway (GO:0007215)	8/37	2.815284e-08	1.119373e-06	0	0	2.066343e+01	3.592465e+02	APP;GRIN2A;GRM7;HOMER1;GRIK3;GRIN2B;GRM1;GRIA3
GO_Biological_Process_2021	positive regulation of metabolic process (GO:0009893)	12/113	4.407524e-08	1.728117e-06	0	0	9.004014e+00	1.525043e+02	PER2;ADCYAP1;OXTR;LEP;IL18;ADRB1;OXT;DBH;HCRT;TNF;CMKLR1;VEGFA
GO_Biological_Process_2021	positive regulation of protein metabolic process (GO:0051247)	12/115	5.369624e-08	2.076500e-06	0	0	8.828279e+00	1.477847e+02	APP;GSK3B;MAPK8;TGFB1;WFS1;IL1B;IL18;AKT1;PSEN1;TNF;MAP2K5;AGT
GO_Biological_Process_2021	regulation of MAPK cascade (GO:0043408)	14/166	6.319764e-08	2.410904e-06	0	0	7.016127e+00	1.163063e+02	NTRK2;DUSP1;WWC1;LIF;IGF1;ADRA2A;P2RX7;IL6;IL1B;LEP;REN;FGFR2;FGFR1;MAPK3
GO_Biological_Process_2021	positive regulation of signal transduction (GO:0009967)	17/252	6.653027e-08	2.504199e-06	0	0	5.551985e+00	9.174994e+01	PRKCI;HOMER1;BDNF;NOS3;NRXN1;STAT3;HTT;IGF1;GH1;SFRP1;IL6;RELN;DLG4;IL1B;DISC1;DRD3;FGFR2
GO_Biological_Process_2021	cellular response to peptide (GO:1901653)	9/57	6.871590e-08	2.552434e-06	0	0	1.408469e+01	2.323027e+02	APP;GSK3B;NGFR;PRNP;GRIN2A;TIMELESS;ATP1A3;PSEN1;IGF1
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	7/28	7.204088e-08	2.641187e-06	0	0	2.488384e+01	4.092404e+02	IL1A;IL1B;BCL2;AKT1;TNF;MAP2K5;FGFR1
GO_Biological_Process_2021	positive regulation of protein tyrosine kinase activity (GO:0061098)	8/42	8.116877e-08	2.929224e-06	0	0	1.762022e+01	2.876807e+02	NTRK2;PRNP;RELN;ACE;BDNF;DLG4;ADRA2A;AGT
GO_Biological_Process_2021	positive regulation of cold-induced thermogenesis (GO:0120162)	11/97	8.197263e-08	2.929224e-06	0	0	9.663372e+00	1.576761e+02	PER2;ADCYAP1;OXTR;LEP;IL18;ADRB1;OXT;DBH;HCRT;CMKLR1;VEGFA
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	40/1183	8.455312e-08	2.983668e-06	0	0	2.815709e+00	4.585631e+01	APP;HDAC5;RORA;BRCA1;PSEN1;NR3C1;TNF;NPAS2;MED12;GALR2;DEAF1;AKT1;GABPA;MAP2K5;PITX3;MAPK3;TGFB1;STAT3;LIF;IL18;NR1D1;IGF1;ESR1;AGT;VEGFA;TNFRSF1A;POMC;AR;ADCYAP1;SFRP1;IL6;MC1R;GAL;CREB1;IL1B;CDH13;CLOCK;ATF3;FGFR2;ATF4
GO_Biological_Process_2021	regulation of peptidyl-serine phosphorylation (GO:0033135)	11/98	9.124044e-08	3.179898e-06	0	0	9.551813e+00	1.548327e+02	APP;IL6;TGFB1;BDNF;PDE4D;LIF;AKT1;NGF;TNF;HDAC6;VEGFA
GO_Biological_Process_2021	response to amyloid-beta (GO:1904645)	8/44	1.190594e-07	4.098838e-06	0	0	1.663963e+01	2.652963e+02	APP;GSK3B;NGFR;PRNP;GRIN2A;ATP1A3;PSEN1;IGF1
GO_Biological_Process_2021	excitatory postsynaptic potential (GO:0060079)	6/19	1.370119e-07	4.660054e-06	0	0	3.433846e+01	5.426575e+02	GSK3B;GRIN2A;AKT1;ARRB2;DRD2;GRIN2B
